Address,Owner,DeFi,Inc. Eligible,Balance,Voting %,Blocks (All time),Ⱥ Payouts (All),Blocks (Last 100K),Ⱥ Payouts (100K),Blocks (Last 1M),Ⱥ Payouts (1M),Update Round,First Valid,Last Valid,Est. Expiration,Key Dilution
HMBMZLZXBQB5IT77VVRLO46GWDFHI656ACRQM6R4GBBABZ4ZMTSL4KMSTM,,No,true,194299.873813,0.010019139784078033,733,7033.466848,7,64.272312,88,808.25947,55793574,53497030,56274172,2025-12-08T06:14:02.000Z,1667
6P5GOP76IUGM6C6B5FXCVN7H556F3SIARAONGOCO36AVL5J4QB7UVWKWZY,,No,true,193038.899683,0.00995411721960259,546,5139.182446,6,55.092475,100,917.960587,55801314,51212127,67500000,2026-12-12T04:16:30.000Z,4036
BZG6ETW3A3YB7WNZOURZUSQAYAMVEHM7II5UH6PTYTIJUDDIQ3PTJWGJAA,,No,true,192264.816237,0.009914201340617103,765,7281.627827,15,137.594594,93,853.751279,55806981,54452374,57560287,2026-01-19T12:37:09.000Z,1763
STAXSEVUCB64CLZ525Y7MUN4R6QAOFB6ZYVYNWCTZP4SJCKQ2P32BPBFV4,,No,true,191851.726012,0.009892900201164515,725,6944.152952,12,110.0363,99,909.162899,55804914,54277674,57277674,2026-01-10T05:42:59.000Z,1733
XDINHKUQYACMWD2B2GYFO3P6R7FENY33KQP77O3YMUYGPEZP2ONLCPK42A,,No,true,191026.364616,0.009850340157060397,883,8186.806672,15,137.285074,86,790.23984,55805415,54088886,56856145,2025-12-27T09:14:52.000Z,1664
TNGK3HA2LWBO53ASEI7NVJUMDVMF4C4X2MUXFNLB7FA3DSBWFNIAOYVL4A,,No,true,190257.809095,0.009810709327427771,696,6606.743276,13,119.360059,92,846.463094,55802922,49443703,62442703,2026-06-28T23:28:51.000Z,3606
APZPO6R7325ODYNHJFKNRXJRJPSEMEGNR5KVZBXVND37BQ5LTBCBT273KU,,No,true,188176.584269,0.009703390253850523,206,1894.383971,12,109.811902,109,1002.439905,55806464,55778071,55994886,2025-11-29T01:57:19.000Z,466
MZAOOEOQ5RC7X5NRWIT445TFLCZHJ6LPQPMUSPXVPX3ZG2JDLJD2QSAKAY,,No,true,187975.179491,0.009693004747239716,698,6633.643642,11,101.318092,92,847.860793,55801103,55059718,58762575,2026-02-28T00:53:18.000Z,1925
JVLD6WVDX6B2FPBIZUCMVIFO3ITSHRZSUTBAMDOMH7SDX5IYP3CTHCOECQ,,No,true,187034.449782,0.009644495696417702,664,6301.336665,10,91.72616,83,762.096565,55803946,48725562,59873949,2026-04-05T13:27:07.000Z,3339
RLDUMYAGXHKKUFKXWYU46JT4F4LCQFASTEEXY56D6G3QR7ICJCVFMRVJTM,,No,true,186995.997732,0.009642512903241494,913,8768.36664,7,64.265622,106,973.801247,55805834,53921103,56659131,2025-12-20T21:51:32.000Z,1655
TBYNCE4BUMNMEX4KVI7ULSNGHC4U5G4YSINEZJF3QEFZC22VSAHE6VTRYA,,No,true,185842.16967,0.009583015362594115,686,6499.06354,8,73.220982,114,1047.490792,55803866,55185693,57962835,2026-02-01T18:07:01.000Z,1667
PJ3Q4C7IOASJ5JRKVBDDE7WWIC2P6D2AD4PCAN6Q5U35EESA5DDRUYNVPY,,No,true,182925.882155,0.009432635994404366,633,5994.43334,7,64.087021,95,875.032352,55800103,55503013,58280155,2026-02-12T04:23:38.000Z,1667
JOBIPBHZ5GX4GSKIWIFNDMB64R2XPADUZVPJWHAHH75PRG5NS6OXA3JER4,,No,true,182073.621549,0.00938868888328995,39,357.114439,11,100.65238,39,357.114439,55803365,55335860,58961034,2026-03-06T13:25:02.000Z,1904
6XJROGBEHJ5VKFFRKZSSRM7ZIMHBPLPBS4K4IYVU6D6KPV62XTEMDTHJ54,,No,true,179710.530202,0.009266835265665243,559,5286.931141,5,45.86526,86,790.437965,55798361,54757355,57534497,2026-01-18T16:16:41.000Z,1667
2FXMINNLUXE4XGDLSFOE46JY2EGGHB77UFHBQMUIYMCEZ5X4R7JYW5FZ3E,,No,true,179275.248093,0.009244389794085695,908,8723.642169,10,91.72645,105,966.658544,55806017,55330659,58107801,2026-02-06T12:27:17.000Z,1667
SJAGP6AFQGQQ4YBSASZ5H5C24CITOPIJ5RKOB7YQN7PSTOK2P2OVOQE2JU,,No,true,178443.45109,0.00920149789569437,777,7194.696876,13,119.272519,106,975.580619,55793082,53337583,56337583,2025-12-10T08:14:51.000Z,1733
VUOVCFEAIL65F5JGIF24PO5NW4DZ5PJG2QGZNQYXMS5DO2P3XYFFGSHZNI,,No,true,177517.373563,0.0091537443896739,766,7333.789057,6,54.89352,83,761.95325,55802103,55691260,58691260,2026-02-25T16:38:27.000Z,1733
5SSTWQ3BXVCQRX6PZMQMCYFO3N6AXXLOKK3O24HYGKWODTMIXNKNT7BAF4,,No,true,176692.963684,0.00911123341087097,854,7045.609772,12,109.78054,104,954.836,55798141,54582791,65886016,2026-10-20T03:17:33.000Z,3363
6DHYUU52EDH734C62RR67OENFM4YLYILFJAXK5EGLUJE3D322WY565TJI4,,No,true,175534.922967,0.009051518643220409,826,7475.519731,6,54.888275,26,238.128516,55797103,54402140,57402140,2026-01-14T07:53:07.000Z,1733
GFC3KVK37OMZIIOK3P7H2KFIQ2RR3453ZGUISL4EV22YPWM4CBJWL6RGQA,,No,true,174589.099547,0.009002746933439705,696,6614.922889,8,73.942472,87,799.406407,55795709,55494044,58261303,2026-02-11T13:31:30.000Z,1664
ISG5AYO435XKD5Z7H473V76X45HUC5M2PWE6GV6ZWFTJIQS2NHEQB5KMDE,,No,true,173825.014238,0.008963346611825502,958,8407.044606,14,128.110939,106,975.270898,55803700,54057157,57057157,2026-01-02T23:47:25.000Z,1733
4G2UYXMVOZUVNSHCVXYEGWH3EIIAGXO3EAAZNCAPEU4MPDJAFTOJKQAKAI,,No,true,173789.440398,0.008961512234537335,677,6357.614145,8,73.22311,108,992.334816,55798103,53957042,56724301,2025-12-23T01:15:35.000Z,1664
NODE7UE2GG3VSTUA7EOW24BD4YLGSJ4LM7IY6SN3I3QJH4SDWGRUWQ76A4,,No,true,173156.570733,0.00892887809271159,783,7094.688622,11,100.767941,70,644.121962,55806273,55258534,57096831,2026-01-04T07:04:55.000Z,1356
UK2NJQAAYMTORKGPY45BMXQWLHOLDKA64H7NRZ2WZTLNF32XCNUPBV36OY,,No,true,172460.176899,0.00889296830527482,246,2281.378431,12,110.145783,84,771.249101,55804300,52898373,55898373,2025-11-25T21:50:00.000Z,1733
TQWURC6V7OZ46GWC2OZ6RRSEQ3YZQ4YLC2LEBSVZ7436XFCAT6VCJ3V5IQ,,No,true,172376.246083,0.008888640383896421,614,5838.273393,9,82.957213,78,716.944578,55800248,52901384,56604241,2025-12-19T02:33:58.000Z,1925
3ZO3DJ7M7QHEONZH3QMANMZ4OMWKD2O2C5DE7ZV3MVBEZJVPDV4HSCXFVM,,No,true,172145.206319,0.00887672673904545,550,5205.525451,6,56.767098,87,801.094523,55805597,54737616,56280473,2025-12-08T11:12:13.000Z,1243
IRVH7JUGEK7ECRN7TXOW5IQXFED3P2STBQ5TFIPO35JK477XXCZ6QIETXE,,No,true,171493.844433,0.008843139039487108,779,7498.766584,8,81.782195,74,687.458623,55805730,54879090,57656232,2026-01-22T16:17:35.000Z,1667
EXBPXBGNSU5XZUZWZYO5BCMOYZU7HDMC4R7L4CZLDTVVYEV2LMU25ZX4NU,,No,true,171191.593728,0.008827553377984593,691,6612.630016,12,109.860586,83,762.553527,55797204,54949624,57949624,2026-02-01T07:41:50.000Z,1733
UKF2IZTDLP4ADTB7EUVI36IQLSZFSVVGVSCSQINLPU6QW2UWS2S46ENZVM,,No,true,170919.980657,0.008813547556611024,116,1065.624111,11,100.723967,112,1028.678331,55786291,54758851,57758851,2026-01-26T01:13:50.000Z,1733
XL7HQ2KGX7424SFBTGAK5XOVTIU42TT4T23UX6CSAP72ON5PHLX4PVMT74,,No,true,170051.167364,0.008768746900501438,848,7806.227909,7,63.99769,70,643.551677,55781020,55101468,57940761,2026-02-01T00:42:25.000Z,1686
KXK5TLUOTPXI36YJXMGDHGONH2CXAHPRU5ZPQRFFAYVKBAFNWGOOAUDMZE,,No,true,169581.156796,0.008744510643995588,370,3580.973379,8,73.21311,86,790.300024,55803636,55406728,55906728,2025-11-26T04:25:24.000Z,708
7P4MQIUR7AYEDULOBWB5E2MNLZV5C64BHCSTMNKUAYBJTBXQ4SHKQLUWVU,,No,true,169421.374208,0.008736271399919834,908,8019.459189,8,73.27487,68,624.340565,55807103,55662671,58662671,2026-02-24T18:05:31.000Z,1733
EFSBAYLLIB3QAF7LWP75QUW6LWALMP7TVNVEE3V6C4PKOCD3D7GATMGMYM,,No,true,169382.437577,0.008734263619157787,446,4188.297364,9,82.373656,92,845.395544,55790955,53488091,56265233,2025-12-07T23:11:00.000Z,1667
GWNGO4XAA74ZDXIIVNBMUYNSXWIZ4XP22QQXW67VZLMUZE6WSYJ6HK3L6Y,,No,true,168964.666653,0.008712721117852264,415,3978.858922,6,55.062812,41,375.853427,55805348,52997381,55997381,2025-11-29T03:55:23.000Z,1733
WAGZCLDRGUNP4BPGOD4I7ICO45MQWXFKYNDVBQXLFLCNKCPVKWXXRNAM5E,,No,true,167731.634787,0.008649139405825181,567,5382.871104,8,73.31261,62,568.488193,55806027,55009473,57786615,2026-01-26T23:07:43.000Z,1667
SDZOO6SUFHHVUDPEHRARCBGUWYMGX27OC4V434HNN2DJYZF5A7AEYMZMSI,,No,true,167712.386509,0.008648146861753483,1258,7041.487325,6,54.85977,95,872.752135,55756104,51461413,57015698,2026-01-01T15:05:26.000Z,2357
TSRZLHKBVJS7MEVPNDGB3ONQNZCJDZHSIXVLXTOJLNYUCBRUOGAYHAZLQU,,No,true,167133.299123,0.008618286021632124,580,5499.46011,14,128.480474,76,697.387757,55805414,55069206,57846348,2026-01-28T22:14:29.000Z,1667
7W5AKHSQW6KRYAVYC5NRX75G6BT5RTVRRFRJYIUZPLH2AUBMDBP6IQZDZI,,No,true,166984.437935,0.008610609943301617,318,2960.942466,8,73.282641,80,733.861171,55807103,54770429,57547571,2026-01-19T02:35:23.000Z,1667
X3GAJTPJLDRYJEXSO4I2UAJEI5HLJPPC567A73FIQ4BREZAQQD5SLYM5UY,,No,true,165663.795002,0.008542510536488229,788,7516.29824,10,91.708847,74,681.990289,55803495,54568614,57568614,2026-01-19T19:11:13.000Z,1733
HXKKBZ4U3OMCHHKQNQO4SOWYQ2NRHLLBG2ZSDPPPCSCMIQ7NQTHONELFUE,,No,true,165358.213676,0.008526753130368941,350,3277.916933,12,110.258956,102,936.424861,55792159,54239599,57016741,2026-01-01T15:54:48.000Z,1667
5NKESPNGHPOQN3RPVULP7ZFESTVCY26UUXWFUIHNMWTOJBLM2MQZYF6NLI,,No,true,164955.082175,0.008505965515942739,575,5434.053303,11,101.383418,85,781.97394,55792045,54575941,57575941,2026-01-20T00:57:57.000Z,1733
HVNYS3ERDSVPAB4ILEEOYG7N4MYJKP7MN77EGF2VUBRAPTYYGJ7WQ3JZMY,,No,true,164370.600318,0.008475826508069906,90,825.56185,9,82.594954,90,825.56185,55805800,55494514,58271656,2026-02-11T21:41:26.000Z,1667
DQYGJXDLHD6JQV4ETZVS53XCFQY7SQWBNHE5ORANJFZDVQVMNV7LFFKVFQ,,No,true,163049.640147,0.008407710742769994,386,3647.817558,10,91.52957,67,614.816059,55807103,55103200,65103200,2026-09-24T09:52:10.000Z,3163
2QUDLFNOAYH57ZDTKSQES5MAF2GF6P5QWUI6GSJY4UZ6ZBHB4AAQFUJZWQ,,No,true,162533.410103,0.008381091163096183,735,7051.855258,9,82.542712,70,643.391289,55798037,55566561,58566561,2026-02-21T14:17:17.000Z,1733
MLIZJCIJ54NG6GNLFXXZSYCXXOXGEURCXMLNGWOY5EF274D2I6ATWYLZPQ,,No,true,161386.860049,0.00832196891543315,1738,7527.636139,9,82.471285,91,837.412476,55801103,52907871,58462156,2026-02-18T03:56:30.000Z,2357
PCSXCVAXRSR7ZPAXZ3D5AD5VBVEZKITYFQAS4TZ2RKH6CYQL3QV7OD5I6Q,,No,true,161182.325045,0.008311421997642636,706,6519.884147,10,91.581736,55,503.882734,55800103,54365630,57677128,2026-01-23T08:46:27.000Z,1820
AX3CMOSRTFX2QYUT7TODNM65RTPFJILD52PUJYA2G5CSI6M7OBRAPVNKYU,,No,true,161078.393629,0.008306062738449995,696,6631.667994,12,109.797366,78,715.882089,55800002,55656850,59399810,2026-03-20T23:29:19.000Z,1935
JDBATMHYPR4UZ22MJNAXVLFDRD2XBVJ4PWX5T2Q5E24YZIB2QMELPKQ7BY,,No,true,160488.293116,0.008275634002649098,1028,7776.815343,6,54.9686,72,662.641707,55796658,54318500,60318500,2026-04-20T04:04:42.000Z,2450
G6AP4QAYNPEKUMKI3JM5SNAXEQDY5XVFPPQTY2X7ZIBGO45LD5CGRZ6WNU,,No,true,160235.903204,0.008262619430077361,104,958.888808,5,45.70685,65,597.646429,55773175,55560850,57412278,2026-01-14T15:52:53.000Z,1361
QOPGIBA7TKZ7JGAVGZSL5PCSUOJUUMNUFAPHVARCLLO7NB64RQOCDCAXOY,,No,true,160082.923321,0.008254730969823371,342,3220.025527,11,100.848468,89,817.945862,55806908,55102793,65102793,2026-09-24T09:32:55.000Z,3163
HY3ULHYYNBWZVV76FCKZJZ7XROJ42IR7FH6QF6H43H6KSG3VHTZK3M56YQ,,No,true,159073.311965,0.008202670013195619,915,7710.122478,5,45.757846,84,771.193834,55797443,52868038,55868038,2025-11-24T21:54:27.000Z,1733
HC7EHUHPNN6XDGQ5PPPKLJLWCCZXTYASQVCTDDEK7IRNUDJT7GVI3PNHPI,,No,true,158861.719675,0.00819175918402656,3043,7509.474694,10,91.648425,78,717.797587,55779844,53934665,61934665,2026-06-12T06:46:51.000Z,2828
PJ7Q57BFXDEPSRVRA6YZN6HMKIKLRKNZ5S4L7JEID6722CRLQ4UTJ6ADSE,,No,true,157627.215759,0.00812810156523521,580,5512.925648,5,45.767366,76,697.694378,55800103,48176449,64953664,2026-09-19T11:55:39.000Z,4096
IZ6H3Y2QI4VOVCTGLE3P52P3MJ336HPESFQOUTAVDYRXPGOW7F77PHT6XY,,No,true,156723.072214,0.00808147909253641,789,7586.040506,11,100.647209,79,726.901509,55796913,46294944,56294944,2025-12-08T22:37:02.000Z,3163
UHXA3UF6JT27FVUJJIEMCQOIEBTYNGM5G5MCF32VC72L34XO5AUARGPFYM,,No,true,156188.49118,0.008053913237755063,830,7909.109121,9,82.34053,96,881.041035,55801465,55365069,58365069,2026-02-14T23:22:02.000Z,1733
TWJNSHH6DMO2TA4P4Z6ENCSA37R2U3UDNHOYSRS6W6UZYBJWIS6EFD5PXQ,,No,true,155659.565352,0.008026638995615095,656,6235.951195,7,64.162021,72,660.747675,55792407,55605973,58413193,2026-02-16T13:19:25.000Z,1676
7RIBE4ZYATG2KQM2F7HZW7J4IJHI3QLFK55RWPMNIHQWINXPNXOV2RJSQ4,,No,true,155558.618931,0.008021433658715726,525,5023.911913,8,73.501203,77,707.533724,55807103,53165945,56165945,2025-12-04T16:52:23.000Z,1733
V2IQAOZK2DL2XH63POZSNKFQ5SAOWF4LVH3WAEVNHRIR5JVGJKMNU36BFM,,No,true,155210.168301,0.008003465682199281,548,5210.179691,8,73.40626,91,836.878735,55802779,54578476,57345735,2026-01-12T11:23:51.000Z,1664
MTH4FBCHE4UZGJYKG762IR6QUHROHN24LQLQ22J6NKGQK2YYYI5JPCXNDA,,No,true,154462.228215,0.007964897894559021,1229,11562.39597,11,100.705054,81,744.356175,55801103,53480796,56480796,2025-12-15T01:12:09.000Z,1733
VYXQP5AWETMRTEYZGFPOPSC2GZ6BKQZXYLFZWSHQ3UDVQR4AWOH4HAV5LY,,No,true,153635.068997,0.007922245145145468,534,5093.258162,3,27.533046,72,661.391681,55802103,54045787,56813046,2025-12-25T23:15:17.000Z,1664
BHF4VUEWSJGHGB5CSOYLVHL5J7XWUD43LXTEYM7G23YIPVHLCSMUI6FUVE,,No,true,153442.378106,0.007912308973113232,403,3776.737865,9,82.37578,77,707.589847,55805103,55580445,56506159,2025-12-15T21:12:24.000Z,963
HHCJYTEPB4R24WSD4R4MNAGUXRHMZQ6O6FCQHR6J2NUSTH3PJYHP6Z5NQE,,No,true,152835.194828,0.007880999358662882,343,3356.787244,11,100.852737,31,284.046804,55803052,55519149,58306245,2026-02-13T00:58:18.000Z,1670
NDTLGBO7V3WPB6JYYC5ZSA5LPBMKO7RW64G6YXEAZCPHHYVOB23RSFGANM,,No,true,152567.988631,0.007867220779261995,108,994.124256,7,64.25219,83,762.525548,55791355,55576389,56502103,2025-12-15T18:00:28.000Z,963
LAYEYP25EPTUJKBVNVQF56FGIFGQI25Z776LNBWQOAL7FCZIXYWCP7XMZI,,No,true,151023.515321,0.007787579482116528,398,3725.658337,7,64.42053,77,708.547167,55806239,54462254,57239396,2026-01-08T23:31:33.000Z,1667
PROCESSDC5ZPLIKQMZPL4GPMHFPPZ2CTAWFD266ZOYHGU6YEVIRXBKEVKE,,No,true,150213.558198,0.007745813764644901,599,3929.415216,6,54.97314,61,559.816908,55801283,51473536,57027821,2026-01-02T00:39:08.000Z,2357
LB6T6TBN7OVYIZEYTNF6M6E6IOPQ2LZGOIAMD2GKXN42VUAAJ5NFMRYLUE,,No,true,149881.295685,0.0077286805339462535,630,5478.377226,10,91.577867,86,792.262062,55807271,50722399,56722399,2025-12-22T23:45:35.000Z,2450
SQKERX65AZFGF6WEZLD7H6VEH7Y7BBI6QQEWWXMIM73AEZY45RN6HJNENE,,No,true,149730.282867,0.007720893506075173,69,617.657662,12,109.814386,50,460.165417,55801922,54560000,57560000,2026-01-19T12:23:34.000Z,1733
NHUILYJ6P7ASXHK34SNTVENHTQ7NNGQ6B62Q7AQJSCEENSFEUTLBFPN3UA,,No,true,149253.423449,0.00769630408626477,611,5798.469858,10,91.581357,77,707.640593,55805491,55502056,58502056,2026-02-19T11:24:42.000Z,1733
4DMZ77WG5LCP7UEMYXWBTBSRBPPLU2MU5BCXADHLYBCV2QHNFZBNOOSBCM,,No,true,149208.38232,0.00769398152496492,759,6915.662046,8,73.205125,69,634.371959,55798103,53781962,56463341,2025-12-14T11:26:07.000Z,1638
WMHZWPUSCO5AWHNAVWUJVZU4NJUJREMEDSLRVTTAEFWKQ7IUGJYAXG2LME,,No,true,148920.793024,0.007679151884057374,547,5174.426641,10,91.494869,77,708.139297,55805670,54092708,65201279,2026-09-27T15:13:35.000Z,3333
ZU47QAIHOGSZM3BVQI4JXOU3AMP2UMKC5G6HQBEIPFH5LJU6OVXBCS2ZLQ,,No,true,147904.793812,0.007626761535439142,596,5722.10672,9,82.525695,86,789.49674,55805639,53191957,55969099,2025-11-28T05:36:59.000Z,1667
RT5KAKAZZS7IPGTDXKP27LS7I2M5VBX336YA3VP4UKEDS2UVOWHPTKR5QE,,No,true,147832.933613,0.007623056039575643,111,961.844443,7,64.079289,54,495.82792,55806247,52102334,62102334,2026-06-17T19:01:30.000Z,3163
3XBSYFKN4BT5HYBJ7V6VVJUYHYUVD5P7CAR77ZMCJSCK4LHLZLHDLYN2WQ,,No,true,147763.583085,0.007619479955759961,82,756.466039,8,73.260511,55,506.426195,55806140,55240895,58018037,2026-02-03T13:39:22.000Z,1667
ODM4QIAHEOQT4P5RCUXYFA7QM7LKJT5EM34WNNJ5QI3VYA632YMVQK7F7A,,No,true,147563.722693,0.007609174085944133,240,2237.773827,8,73.226051,91,836.155112,55784103,54152311,56929453,2025-12-29T19:04:03.000Z,1667
VHPLAQGF2L2ZMDKZDHTMMRQXMVRTXUNOQHKJHRSMDPY7P4EGU4OVJVKLEA,,No,true,147437.359077,0.007602658102647386,614,5901.351785,6,55.036345,61,560.945758,55802103,53140426,56140426,2025-12-03T20:44:44.000Z,1733
JBVZVDE2MMR3ONXZS7QURPMBPAFUSAEBYPRW446QWKPZPZEVJGTQ4H3OJY,,No,true,147434.520174,0.007602511713638313,454,4232.447067,3,27.42901,80,734.664619,55800728,55749631,58526773,2026-02-20T06:54:23.000Z,1667
DRAPJZMGDWKGCQEAM7O6AH4MNZ2D5C37QUP3HEAXCJXCTH36LVWQP5UE3Y,,No,true,146791.90643,0.007569375115029391,851,6660.022815,12,110.003174,76,697.970659,55801757,54145289,59719482,2026-03-31T11:37:14.000Z,2361
6SOWANVOVSOQZ3W2WIV3WEDJ5E3MHIX67NENM2EWG26KQ6B7I63CRYUIHU,,No,true,146638.584654,0.007561469024945331,242,2251.023076,7,64.247406,87,799.341879,55797103,54155638,56903341,2025-12-28T22:28:20.000Z,1658
VFLLQR57CRHJB56UACETMQXBYZTSVKIFETTCIYJFBGA43F4ITZM7I4QOPI,,No,true,146038.060188,0.007530502774424738,673,6324.792828,6,55.20952,78,717.472741,55802103,53312724,56312724,2025-12-09T12:38:26.000Z,1733
OMBAPIFYWJSCG7IGQX6FA3VIPRP5QXX2T3JINU755DCXMXLLQN6YZZ4HMY,,No,true,144998.983852,0.007476922445974648,394,3708.326769,7,64.03344,76,697.713882,55786005,49961421,65000000,2026-09-21T00:28:25.000Z,3878
RAWXV4MUATAQOXGS33EW5BQFPRQOHHRYS4E5VWFHVVDHAUUMFELZ2VGLGA,,No,true,144894.145824,0.007471516437022578,871,7766.117974,10,91.486967,63,580.43238,55796346,55246873,58976369,2026-03-07T01:30:44.000Z,1932
YKTO4C2WAC2BSMJMYKM43YCGUYHU3XHAHAYG6UUSF3BLOF6VMGRXKYB7ZU,,No,true,143807.763718,0.007415496770280999,272,2376.171504,9,82.548788,62,559.32691,55806912,54999034,57680413,2026-01-23T11:21:54.000Z,1638
HZV7BJW64X5NUSL5PJ53XR64Z4UCM5RW33TQLJKMVBDNZE5JCOSL3ZTLII,,No,true,143366.188531,0.0073927267939711255,716,6870.380452,9,82.432795,85,780.723659,55788002,55204253,57981395,2026-02-02T08:45:20.000Z,1667
EE64OL4GZCJ36XZYOQQCNWU4W2WYN32KVD5VJ5Q46JBC4V4XAEHJQVEPNI,,No,true,143223.372809,0.00738536245217305,613,5895.796026,7,64.0392,58,534.561307,55796277,55782911,58782911,2026-02-28T16:55:40.000Z,1733
NWKB5EY57WCDZFDLDZFMKO4CKJVWUD2NVZ3WSFLT2PALYTVJZJRRFNADPQ,,No,true,143157.531946,0.007381967345439547,707,6787.874614,3,27.44151,82,753.328925,55798098,54657900,56071718,2025-12-01T14:33:15.000Z,1190
YL2HZYC6NRZKASMDVQGIAEQYOASVGDIDB4RKGQHZP64Q45TSB3IXP6JVPM,,No,true,143051.433672,0.007376496351469276,535,4637.861462,10,91.519462,57,524.543075,55807020,55151557,57009621,2026-01-01T10:17:51.000Z,1364
E7VG2RW7DTYILF6JEWYY7LDTBRS2F6FVLGYEGG5U5DVAZ6J2ATVLTF2NUQ,,No,true,142811.983931,0.007364149043263356,437,4174.786557,5,45.823865,66,606.550117,55784226,54842351,57842351,2026-01-28T19:05:20.000Z,1733
DXOAPMCXMKXXHEOFFYOA2HN66NKO5MERWSOSRNSQMPYHEFCUPELH2PACDQ,,No,true,142793.683417,0.007363205370968112,434,3437.49406,4,37.195049,78,717.073254,55794103,54699901,57477043,2026-01-16T18:57:46.000Z,1667
EBK5MXZKIGXS65X2YLLMHBUKADCQW7LDVR5EO6P7AOMN5ZOMFPJQDUVUMM,,No,true,142333.485673,0.0073394751161049996,649,6122.031451,12,109.862795,84,772.554937,55798312,55677511,58677511,2026-02-25T05:47:48.000Z,1733
2P6YDCYYXHDLDPDYY2BUMPFGLMUH5CXZ3NXG63L454AOY32DLACIGANDT4,,No,true,141544.765111,0.00729880446920144,216,2003.260575,7,64.04569,75,688.543396,55791642,55601020,58378162,2026-02-15T09:41:38.000Z,1667
QABQLUZJXL5IMHPQ4Q6JO2NN2SG5WBLJ6WVDJVH227OGSTQOIB5F7EK4M4,,No,true,141251.39381,0.007283676677218495,877,6402.859919,6,55.113748,61,559.892958,55806103,54050789,59645033,2026-03-29T00:54:04.000Z,2366
UXCZBPKKQ7MCLWGU7ZOBXHOWPEVGSK6UYA7C7EGKXTJE7VXR5YJGIWI4CM,,No,true,141113.874326,0.007276585437753478,368,3466.110585,6,54.88052,76,698.322886,55802720,53252136,56954993,2025-12-30T15:12:41.000Z,1925
PTXBRQVDLZEKWU4IHKNIILGCVQ4RAJAG2455RXI4DH2PTIUJ5GHZRZVSYQ,,No,true,139828.527094,0.00721030606589511,360,3395.75547,9,82.384275,67,615.589698,55803391,53355808,56132950,2025-12-03T14:50:57.000Z,1667
SKWDYPHVFN4MRENG7TPD7EGYCOADOB27PKCURUNHOHVGOPUT4XJLWCR4EQ,,No,true,138915.172381,0.007163208616152036,674,6458.195033,10,91.732289,71,651.344824,55804128,55122229,56973657,2025-12-31T05:55:55.000Z,1361
NNHVC4DN3H5IU3XWFWJWQEA6TQBHIHSHDGBJAXDQVDZVA3MDR456ROPH5E,,No,true,138727.89478,0.007153551582279479,592,5585.245472,6,55.008054,57,524.522151,55791999,55162128,58162128,2026-02-08T07:18:13.000Z,1733
MI3KC26T3EJLWRCMUTCF77FW27QNL4KZOOXMOROSWC72SJGCVS6R6XLT2M,,No,true,138587.218719,0.007146297572836379,527,4971.41009,7,64.788955,68,624.561183,55801103,54770587,57770587,2026-01-26T10:29:14.000Z,1733
DE7YD4F6TNFQURXGNMGNTTFRQFUAESQC4BQL7HF4GO5FIQLNYTL3X6KT6Y,,No,true,138279.972835,0.0071304543332116254,724,6585.810688,9,82.633094,72,661.053174,55794103,54032284,57032284,2026-01-02T04:10:20.000Z,1733
NT3YA5FUVOOTXVF7P4OIOTGEOBGFN7EZUMEGWFF2O44CIAW2T3TLJLNEPU,,No,true,137987.394798,0.007115367446159526,603,5772.342215,7,64.17083,61,560.270541,55801538,54305629,57063075,2026-01-03T04:27:28.000Z,1661
L6WXZXZRSJJWHQ3PUF36IQPASEVMU2HPLXP3KDCE3NKVYH2QBAI7ZDEM6Y,,No,true,137792.04577,0.007105294206379146,338,3185.979308,8,73.241412,51,469.793999,55804645,55248520,58025662,2026-02-03T19:40:12.000Z,1667
SPT6GDYE4Y32QEGN4LCQKVRBTP6VBUNZFP5G3EP6MCOBWH5MRALOJVKAFE,,No,true,137728.92731,0.0071020394812921685,482,4572.027069,4,36.657746,62,572.085887,55778565,54112391,57112391,2026-01-04T19:21:16.000Z,1733
ADJZCRZEKZB5ZPV5I7BIR2VSFESGJQ3HIXKDGK7KPHFIFHPKAIBA7GAHQA,,No,true,137483.861828,0.007089402595471165,769,7253.90071,2,18.484813,86,789.970787,55807058,55543189,59232868,2026-03-15T11:49:05.000Z,1921
YJ3RZOJQOO6DGYKEWYFBIRADOVQW75T376C3X5BCXTPX6QROJIBEMCSLHM,,No,true,137474.286041,0.0070889088167228175,642,6146.253629,3,27.488536,57,524.228564,55805916,55637637,58637637,2026-02-23T22:20:50.000Z,1733
72LZKN7AOGKGOLIKPPF5RDAASVN5UPV4BIDLDFAOZCWW2N24K2U4NDSJNY,,No,true,137306.506046,0.007080257183605984,698,6177.561568,7,64.01719,73,670.50192,55807103,54787522,57787522,2026-01-26T23:50:39.000Z,1733
OKFDDV46UE3M4R3I26SA3UH26KNTQO4TDKKQGVFK2GHBNJCLAESSGJUML4,,No,true,136868.533241,0.007057672965362266,736,6715.589644,7,64.569881,83,763.577404,55784103,53549740,56549740,2025-12-17T07:34:48.000Z,1733
UTIYHR7G6L2RKNAVX7UIN66IGYMJE464G7ICK237WWWMBT2N3UVVPNCLC4,,No,true,136494.960393,0.007038409553038846,464,4090.186558,8,73.20211,54,495.910602,55803253,55424175,56641076,2025-12-20T07:37:07.000Z,1104
