Address,Owner,DeFi,Inc. Eligible,Balance,Voting %,Blocks (All time),Ⱥ Payouts (All),Blocks (Last 100K),Ⱥ Payouts (100K),Blocks (Last 1M),Ⱥ Payouts (1M),Update Round,First Valid,Last Valid,Est. Expiration,Key Dilution
2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,,No,true,69632913.782891,3.590645135646817,217191,2054539.760495,3670,33652.921823,36751,337750.598384,55807378,48351770,59574545,2026-03-26T17:18:21.000Z,3351
U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,,No,true,69587854.858806,3.588321656737292,326200,3094247.115052,3597,32974.986357,36461,335050.419638,55807365,55692812,55909627,2025-11-26T06:42:35.000Z,466
QNGQXHUFFMY6KOXBBJFYQHV6BN52YUANDRHPV4EMNANJJRPGMSR6M3GXQE,,No,true,68858570.172823,3.550715841211733,104332,969197.940059,3727,34159.86553,35858,329505.08983,55807367,55633172,55845972,2025-11-24T04:30:13.000Z,462
FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,,No,true,67877051.204707,3.500103478222024,163888,1251072.547655,3544,32496.791456,35826,329248.311112,55807392,55679042,55895857,2025-11-25T19:50:57.000Z,466
NYMNQ7BFWNKTNJE6U6EGTNSBQIAAERDRHD3VIEINQYFHGSMJXE7CIP6GI4,,No,true,67276901.147164,3.46915653420222,207823,1960144.511522,3607,33063.662744,34162,313899.033313,55807380,55739493,55960477,2025-11-27T22:48:58.000Z,471
644QQ67PMAIWVZ4VKV6A5GNGWHF3YO5YCDRJA5ABS4ECQ75RZBEUGSDNTY,,No,true,58675857.955173,3.0256407853840406,151519,1413457.060468,3046,27917.852374,31067,285493.096596,55807381,55679038,55895853,2025-11-25T19:50:45.000Z,466
MKZIWVBDBZV7UK6XQY3DFLYSBLSJWCDHDJWK3JAHWCFMNJOH4ZXQSMOUCE,Foundation: Ecosystem Support 67,No,true,52669316.138508,2.715911391848788,777982,246963.684985,2756,25262.963398,27495,246963.684985,55807361,54807487,58880574,2026-03-03T21:57:24.000Z,2019
4TPMQLUIBMQ6ILR4FSBEWJACEOYJVYZ7PWL333KL47DHVT6TJHH55E5WWE,,No,true,48031551.605301,2.476763469454556,209432,1812668.613249,2547,23349.585823,24399,224243.050906,55807389,55645788,58645788,2026-02-24T04:46:34.000Z,1733
EYNLSXSZFXDQBBJ7AQX35SVU6YSMINGLFZTOUOK7EYZIWG7AICHFVW5QPI,,No,true,48031551.57529,2.4767634679070287,191253,1819650.620359,2446,22420.901313,24751,227431.381039,55807395,53764935,56824935,2025-12-26T08:37:55.000Z,1750
VVU2LEKHHCF2PACOOIMSH6WY6AM5XMFWZRGWVHR65CILVVS6F4PHNIH35Y,,No,true,48031542.426865,2.4767629961653483,209660,1817799.78281,2538,23274.898273,24972,229496.507773,55807360,53764935,56864935,2025-12-27T16:10:51.000Z,1761
3YIIMZRD4UVBXWQKCROQW5KRWGS6KPK6F6C2B6GYGANPMBLGJ5HYOQVP4E,,No,true,48031533.305969,2.476762525843211,190978,1817890.999275,2593,23767.840053,24934,229134.85681,55807321,55091825,64091825,2026-08-22T04:10:38.000Z,10000
H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,,No,true,48031533.271945,2.476762524088752,190331,1811532.769275,2501,22923.794643,24639,226417.113309,55807369,53764935,56844935,2025-12-27T00:24:23.000Z,1755
F4M4ECEE6RIZB2QDM6CM46MMK5KD2F3FTVANKXZMH5TDBIEXAG2FOAK3II,,No,true,48031514.970105,2.476761580348081,190758,1813116.032229,2572,23581.470107,24758,227529.727386,55807366,53764935,56804935,2025-12-25T16:51:27.000Z,1744
3UDVJVLH6KIISVHVQYBTJTBKJOLZJYDXQBDT4RR3S54N67ZXY2XZSXEYPQ,,No,true,46921973.063803,2.419547670542709,152639,1440306.357083,2352,21558.123593,24595,226026.593975,55807279,55692816,55909631,2025-11-26T06:42:46.000Z,466
L5BLJ4FNK6FNM7V5NUVT5QI6NQAERLLHYT24XH6RS2DUC4WDHPM5LOLGBY,Foundation: Foundation Endowment 5,No,false,43999999.994955,2.2688751248143713,1071697,0,2348,0,23438,0,55807315,52880574,58880574,2026-03-03T21:57:24.000Z,2450
TBN2J7U3J5D4I7R2EK7XIBFNTEGVLHNORAXQ6YBJY5IVNY5IIKOXSJRYCE,Foundation: Foundation Endowment 2,No,false,43649999.994772,2.2508272544918415,1077456,0,2399,0,23121,0,55807336,52880574,58880574,2026-03-03T21:57:24.000Z,2450
4H5UNRBJ2Q6JENAXQ6HNTGKLKINP4J4VTQBEPK5F3I6RDICMZBPGNH6KD4,Foundation: Foundation Endowment 3,No,false,42999999.995542,2.2173097810929456,1062963,0,0,0,14175,0,55430715,52880574,58880574,2026-03-03T21:57:24.000Z,2450
NRDDQ7MFRTUTMDAP4CBXDQ2IVP5VSLKDASADLLANYLFIKR7NQOGOUINYM4,Foundation: Foundation Endowment 7,No,false,42349999.995169,2.183792307635111,1066612,0,2228,0,22352,0,55807383,52880574,58880574,2026-03-03T21:57:24.000Z,2450
VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,Foundation: Foundation Endowment 4,No,false,42000010.86703,2.165744997933268,1059576,0,2252,0,22112,0,55807209,52880574,58880574,2026-03-03T21:57:24.000Z,2450
XBYLS2E6YI6XXL5BWCAMOA4GTWHXWENZMX5UHXMRNWWUQ7BXCY5WC5TEPA,Foundation: Foundation Endowment 8,No,false,41400000.00227,2.1348052314371677,1057773,0,2179,0,21535,0,55807343,52880574,58880574,2026-03-03T21:57:24.000Z,2450
RLQLT2SKHF24QUGUUMVZAM672FNWFNSM5I2XGZNCHJVHDVFU7GMCQAXVVE,,No,true,40945444.318952,2.111365911372589,164350,1489355.905212,2117,19400.961301,21475,197327.629485,55807368,55633860,55854844,2025-11-24T11:30:04.000Z,471
CRTAUOE76O76I3WDS4FKYRWYSMBPMV4TRG4O5PZWIY7ZHIGQROREQY6F6Y,,No,true,35989906.153617,1.855831882402453,57806,537382.283095,1906,17508.989666,18897,173700.92385,55807294,55684701,55897501,2025-11-25T21:08:44.000Z,462
62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,Foundation: Ecosystem Support 65,No,false,35499999.981502,1.8305697022312666,720963,0,1884,0,18683,0,55807372,52880574,58880574,2026-03-03T21:57:24.000Z,2450
FTG3T4W7FY4X2EDHMZ6Y5DFQTXIOFAMITRYYDASQIXXS6W3AEH7ZOSSGBA,,No,true,34480053.067952,1.777975789025582,37766,348959.204951,1769,16219.464549,18413,169213.964261,55807384,52988104,62988104,2026-07-16T21:39:00.000Z,1871
4V5SSKSAWZJYXFXKY42TWPLOJL5K553MY52FEBA2TGBXXOGD6Y5DWE6WSM,,No,true,34435904.329601,1.775699244156309,37504,346569.49429,1834,16811.787008,18054,165914.253393,55807382,52988104,62988104,2026-07-16T21:39:00.000Z,1871
KN5T3OPNYGO2QO2ES7SH377WFMYPUBOT3RU37ESOCCWYOMQ7SAWFTHXBJ4,,No,true,33809507.878089,1.743398895809252,36274,335205.896566,1715,15717.058771,17574,161496.517929,55807222,52988104,62988104,2026-07-16T21:39:00.000Z,1871
H7CDKBNTC4OVBFZXFYG5CEZJXA4VDRJGHT26MXOJVBGPI7MMO7VSE4RZHA,,No,true,26495195.109048,1.3662338435662509,141245,1260935.730638,1477,13543.030898,14053,129148.244673,55807394,51591523,61591523,2026-06-01T00:08:16.000Z,1871
7USALIOQHU2BUCTYP3ZZMUO634H6OWPERHZQQO6FVC7P5CYDWRXEW5VWZU,,No,true,26490576.088473,1.3659956621825047,140892,1256361.393175,1394,12779.205722,14010,128749.834931,55807385,51591523,61591523,2026-06-01T00:08:16.000Z,1871
7IISQ474IZKGPO66HGBWUBHAJR4FLYLR52NNMPVN6NA2YQOGYDKJNK36RU,,No,true,26487535.686694,1.3658388828196275,140755,1253312.956801,1380,12656.729951,14032,128966.538225,55807371,51591523,61591523,2026-06-01T00:08:16.000Z,1871
LHVWNRKGGOTSSDYK4P4WKXTHZI5SAFKUO5ALAW7NJ6G76RG4UXLBCWN5LQ,Foundation: Foundation Endowment 9,No,false,24000001.991202,1.2375683527176617,1035772,0,1296,0,11406,0,55807208,52880574,58880574,2026-03-03T21:57:24.000Z,2450
GJGK42UVZK4IDKN5MGP53A6FJEHRI52PI4E3BBJZRZCQZ666BKYILYXI2E,Foundation: Ecosystem Support 63,No,false,23999999.991182,1.2375682495859428,728881,0,1297,0,12770,0,55807318,52880574,58880574,2026-03-03T21:57:24.000Z,2450
5PBRG5UQEJSTS7UACFBLFKIJYTLYKOJZXJQIGZFBQANKMU54FOIFYNQO54,,No,true,21188220.844933,1.0925778913557698,112206,1000844.287552,1099,10077.827677,11112,102128.386487,55807276,51591523,61591523,2026-06-01T00:08:16.000Z,1871
EP2YRTCL3SAA7HYG7KKWUC6ZH36SLYIKOX4FORKXZLUUQASP5JDJP4UU5A,,No,true,20181505.03125,1.04066624436294,138019,1130024.026735,1086,9953.384572,10856,99784.272039,55807384,55423954,56423954,2025-12-13T04:22:12.000Z,1001
D6CCE7DL3GSVOCQDPWMNR5V7JEKGXOJACCU4A4K76DLJHZ4H47WRVBPUNY,,No,true,19878998.066693,1.025067368748277,89731,855781.772375,1103,10111.881041,11125,102237.26939,55807379,55715496,55937848,2025-11-27T04:58:05.000Z,472
24PGHMO3YFWT5HPC73ZB4DS7LBH53H6Q22IZ3LCLUQUQNE3LZLMSLHFWMQ,,No,true,18164190.023199,0.9366427025173396,47753,447803.628785,977,8955.754781,9784,89902.267176,55807293,55056335,57915158,2026-01-31T04:30:48.000Z,1691
ALISHAN5VGS42YTKI5KRXHY6JNWPL2SGCDBVQJ74T5Q3NCXXXOR74OTPFU,,No,true,15397933.124485,0.7939997146296583,62612,570701.570022,855,7840.180472,7615,69960.980596,55807391,54646714,57646714,2026-01-22T08:47:09.000Z,1733
IXA4ZFH5MWNTQ6HG35C5BFFV2IMSTXVIL5EIGZX7N4ADNYKROWXQTATWPI,,No,true,15227781.948701,0.7852258107606015,25539,239916.632156,780,7150.443301,3767,34534.044172,55807251,55335461,58112603,2026-02-06T16:14:32.000Z,1667
XI2QNXNDR6V2IEYX4T7FLSR5YDUM2UGOF2J25IG343KWKSODL7YGDNH5YM,,No,true,14503609.114921,0.7478835896510978,38224,360370.158801,811,7438.343766,6900,63388.201388,55807337,55018570,60010000,2026-04-10T00:45:29.000Z,2235
4EHCQSBDXQDSR4MFASDP2TGNKVDCJEKA5FUCHLAJ7FVTANR42JISNPV6UU,,No,true,13453040.971424,0.6937106821970964,47874,453079.603693,714,6544.202921,7167,65851.409564,55807230,53758900,56758900,2025-12-24T04:32:56.000Z,1733
EHY2MYJYTY7TNKJI23KUBRULHAVL5H42JBV4VHLKLSTAIWGXARH4T2CMVI,,No,true,12047711.431124,0.6212443813671173,41564,135146.264451,687,6300.120578,2983,27342.550734,55807345,55374146,58151288,2026-02-07T22:45:14.000Z,1667
UDYUM7BGCA2FR3EXUGJDB2OCY64HS2SH5PQQJPCMLQZ6BOXCQLCSY2SITE,,No,true,11663543.949139,0.6014346531003384,10842,99980.119151,593,5434.545886,6092,55973.003398,55807055,55710446,55927261,2025-11-26T20:37:05.000Z,466
I55RNI6U5IBCYLHIYXN2ZGHQ3AZDOPU5B27DFNHWUX5CGJVVRUOIYQSG3E,,No,true,10082810.000429,0.5199235636551353,50084,482022.981706,538,4930.9031,4047,37218.610359,55807306,53231535,56231535,2025-12-06T20:36:19.000Z,1733
NOA6VR6I5YJ632SODT74C6D35TQIUWARGFIQMJFO6FDRGIVN6TIDFWPI44,,No,true,10007660.455858,0.5160484515565483,841,7708.172867,552,5058.814888,841,7708.172867,55807375,55639197,58498020,2026-02-19T08:13:42.000Z,1691
LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,,No,true,9014369.900616,0.46482908263018397,39704,380018.81971,457,4187.839919,4724,43424.255079,55807388,54000000,70000000,2027-03-04T08:04:35.000Z,4001
GUO3WM6Z5NL2TSC33AUAYB5DDGOWHLVVDDMDMETHOLWF6V3YB2W6OANU3U,,No,true,8606800.513815,0.44381262709712355,18502,175908.087597,444,4069.126937,4455,40939.423714,55807387,55635220,57486648,2026-01-17T02:32:19.000Z,1361
WYZKTNGG4BPCNLQE3QUI5S3JOVZTB4RZ5KJ67R5PBORUCOB7UE4MEZFJVM,,No,true,7210661.280019,0.37182022758120664,34921,335496.34084,350,3206.521255,3286,30193.014161,55807009,55620278,55841262,2025-11-24T00:47:20.000Z,471
OD7BWA6X37IS4V7QQO3UUHZCMFOTXE6ESR2JHOLSYO2LIIBODL3CXN2EGQ,,No,true,7016819.332012,0.3618247008987277,31815,304525.9673,350,3207.796954,3668,33724.329448,55807213,54175481,56026909,2025-11-30T03:12:45.000Z,1361
JQTMUMGTJCHZKOVFN6KKQLZPVFZ236LUKA7G3BPGUO47BBEFKMSN2QGKDM,,No,true,6008726.101913,0.3098420269549177,41493,396554.648865,298,2730.189243,3809,35021.469019,55807291,47994369,57994368,2026-02-02T18:59:16.000Z,3163
OFB2SMWDDB3V4RYRSC6EXJYB2RYFVPWGYYEGAOLK52TN72G2DELKVENV44,UP1,No,false,5248524.537322,0.2706419719562075,1194237,0,280,0,2665,0,55807252,55000000,61000000,2026-05-12T13:35:29.000Z,2450
B23XLXSA3MBU3SLP5EF2HE7JRR2UMFNKZBIDRWQPGLGCNDNCABWHMDXPMQ,UP1,No,false,5102992.360587,0.26313755523593496,1067874,0,263,0,2673,0,55807320,55000000,61000000,2026-05-12T13:35:29.000Z,2450
2JBQSMWAZANNM5U2P2DPCBVJ7VYLRT7LA2AOP7JGUF4HIBV6XBA3TBGXGA,UP1,No,false,4914725.122358,0.2534294903794746,1166841,0,234,0,2654,0,55806646,55000000,61000000,2026-05-12T13:35:29.000Z,2450
PWL2IMIIIESYRXXBCT6EB5PWLYCCIGQD3WSHVNIT6LX7NQQIJ2XITR523E,,No,true,4889034.15578,0.2521047268565667,24833,238186.117916,283,2593.941464,2563,23554.959429,55807186,55658317,55875132,2025-11-25T03:30:10.000Z,466
IUYMCTHSMBRT62FMNHW2CPYRYGGTXGIZV6ZEQQ4AZI62UYB6TFAPM3VYGI,,No,true,4711390.189942,0.24294445469271622,16911,158600.907859,245,2248.170354,2480,22803.693319,55806794,54389237,57117658,2026-01-04T23:30:31.000Z,1652
GYMW73OUD7AGMQTC3CDDVR4IPWHJI6DDPPNJ3XMHLCBC4QF2ABAU6GHXFY,,No,true,4632770.742788,0.23889041587465207,14456,136228.787082,237,2173.514361,2438,22401.050674,55807346,55782035,55998850,2025-11-29T05:04:54.000Z,466
S3VCJJRAJRXAKJMSTFNXXQ4BT5FX7OBXFDUNYBTLCY32LF5W3WQWO7J6JQ,,No,true,4514431.766491,0.23278822588267373,35989,338195.98642,213,1953.458969,2714,24942.268915,55807353,55194633,58194633,2026-02-09T08:56:27.000Z,1733
YX5KZSZT27L7WZAW7TNONVDZHQQAURJKT4BPRS364KTH2DGMEKLLFOPK3U,UP1,No,false,4474176.017198,0.2307124243323982,1358521,0,242,0,2054,0,55807088,55000000,61000000,2026-05-12T13:35:29.000Z,2450
W425PRGCPQFAKWSN7D2QKGKBHUWEVV4Z5PWLKUTIGYULGEU5ZDXOAKETC4,UP1,No,false,4161858.117904,0.2146076444954963,956323,0,236,0,2248,0,55807334,55000000,61000000,2026-05-12T13:35:29.000Z,2450
QR72AIRYPP52NWPEIOTGFA3KVUF2OWMHQSOALDETIGPAUND5UUW7DMIS7Q,,No,true,4060499.751304,0.2093810654796571,1932,11534.078073,171,1566.531378,1141,10457.98601,55807352,54996885,55996885,2025-11-29T03:31:55.000Z,1001
AWFFPB6HG2BCTQ3KTUXZ5G2UKU3WIFRLXT7XUAOWFFET7CPS44VCPVSLRI,,No,true,3458485.805594,0.17833800942580755,7312,68227.499135,186,1703.274035,1880,17270.043792,55806421,55407398,58184540,2026-02-09T00:58:49.000Z,1667
GS4FVQA7NILLOLBXKBHY2F55Z4I3UXG3YLKNVSVA4WOJ5OPLDOSW5CTUGM,,No,true,3264538.039871,0.16833702621642813,13819,132081.317758,191,1750.558693,1751,16092.726932,55806780,54018946,59633386,2026-03-28T15:42:54.000Z,2370
YLWJRIL7JF6ZAPLTD7DPW5WHJV3GNAFPLCTAVTRKGEP3UZ4DFY5MKU5T5A,,No,true,3103988.928425,0.16005825609568616,8369,80138.442025,198,1814.157034,1353,12421.321784,55806364,55237872,58015014,2026-02-03T11:16:18.000Z,1667
ADMUWZYHKO44A22O6J4YHZOIGK675LHMKRMQYEYVP2MHTKVPGELGXUM2RE,,No,true,2886942.770358,0.1488661963449769,13564,112349.47042,155,1422.442724,1501,13797.453083,55807259,48207711,56509490,2025-12-15T23:50:02.000Z,2882
LOQ73NAH5CV4M5S53HLARJKNQXQISMAC7UX4ECSH6MFICGM233UTBHZN6Y,,No,true,2713701.816776,0.13993296702164987,4323,40248.588634,155,1419.682946,1411,12959.401995,55806180,55700423,55921407,2025-11-26T16:00:03.000Z,471
OAWQRJGWIH4UPNOTUEVOUDPNUHCVCYRDKYBDLO5I2PZCU5HHVKDXGOUZTA,,No,true,2382219.53883,0.12283996941176993,8062,76302.646609,124,1136.014131,1166,10710.702921,55807364,55647655,55868639,2025-11-24T22:22:54.000Z,471
IDDUHWHY6V32P2L5HFEDQ77LNSZM2CUD2BE5XTJ6IHZPLTFQIHQRVDALD4,,No,true,2330723.738452,0.12018457076350976,3964,37157.795126,108,990.490091,1172,10768.430084,55806896,55695492,55912307,2025-11-26T08:49:25.000Z,466
WSO34V4OTSFJ7TDZGRMLQXMJHOHUMHBP425KW2XVPC6GGBJQQGPWNLPGW4,,No,true,2163729.086575,0.11157343413477785,7923,75252.897935,115,1055.0797,1117,10273.026972,55807281,54284082,57284082,2026-01-10T10:46:14.000Z,1733
LV3CIA6KNEZDEE5THMYU4TXAT5MGP4MRUAA7YQHAHJEQL4W2I5GA5JWTEM,,No,true,1832683.238919,0.09450294120282542,6852,65459.955738,97,897.950734,511,3950.992045,55807080,55216038,58216038,2026-02-10T01:49:24.000Z,1733
WVB22NT5FPNMO744YUPXXZ6N7TABDECE7YBOTUJZ6SIOLAVDD5WWZGP5VA,,No,true,1785707.688516,0.09208063079836973,6627,62908.090837,31,284.065328,857,7878.631737,55807040,54364539,57364539,2026-01-13T02:13:43.000Z,1733
LUACM47TSDJ632HPKSZH7DSSQYE4ACUZ235V4AL5EGJJGQ56EOQSUHDSYE,,No,true,1785324.578258,0.09206087558622116,8297,79560.09147,97,888.705602,951,8738.671619,55806955,54166516,57882645,2026-01-30T02:52:10.000Z,1928
HLNGVRQUNRWO73IRNAWLFNDJRW63U7VHOEHDQ5JHMEKUZJ4D4CZ45KI3SM,,No,true,1721268.055132,0.08875777895169065,3519,32924.122034,96,879.715,829,7612.550787,55806673,55097682,65097682,2026-09-24T05:31:03.000Z,3163
GIKP57SKINWMTHYZVTHIPNIEFOEQBRVM7JQP4ZJJV4OP4YTBLNWQB2G7TE,,No,true,1665152.482348,0.08586416015126051,9173,73593.53758,53,485.503868,140,1290.369873,55806569,55730000,60000000,2026-04-09T16:52:15.000Z,2067
J4L5QJ6Q2H36RGOJYBKM6BYLGWR6TGUCV2TDRARGRQGHGECMD4U54HUZQ4,,No,true,1526828.902162,0.07873145719000448,4241,39915.071767,78,714.265162,808,7427.505306,55806990,54541850,57251257,2026-01-09T08:52:51.000Z,1647
QYAMB3KAPH3O57XGL6N2XBCQN2TXTSG2RDFKXDLBIQFWPK3LL4UJWWJ5DA,,No,true,1456693.074788,0.07511487914215471,7159,64613.842786,66,607.546585,683,6281.595317,55806103,55430711,58430711,2026-02-17T03:08:26.000Z,1733
4CXWB3WDXXNNH5CSYNHVWNFWMQNBR4MW3XIMV7GFRUSQTCINZNLAAY7DBU,,No,true,1435915.53337,0.07404347807662051,1172,10809.814748,76,698.277094,699,6424.714292,55804098,55651483,55868298,2025-11-24T22:06:46.000Z,466
2MLABFWELOMNJJU6LZBB3BJT4M3QG375XCMY7AFOUES24JNJDZWY3JGG44,,No,true,1425021.715967,0.07348173463746661,4375,41207.476946,77,706.540544,746,6855.649633,55805785,52981980,55981980,2025-11-28T15:46:34.000Z,1733
5R3KH2VQZIYNHYP6DISQ7GWT4AVFOQMD7GUJOU3OPQELKRA5JKJOYJT7FI,,No,true,1394168.208035,0.07189076289500743,2566,23914.211782,66,606.622535,694,6381.331899,55807340,53819234,56547655,2025-12-17T05:56:08.000Z,1652
ARMALFNGDO4OLHNEVVTW33STNC7K6GR2XE3ID6CIRDNSGKMKTEMS27DAPA,,No,true,1368023.605294,0.0705426074674163,5209,49300.740284,68,622.885364,721,6627.094827,55806741,54418861,57176307,2026-01-06T21:45:58.000Z,1661
TJ7SMOGG52KCSEDWGP4NNCJMJFFLBFI5IKQS7GDUJN5UZJWCP7NTPPFMJ4,,No,true,1338183.803415,0.06900390782604324,3600,32844.530797,80,733.118528,572,5252.51096,55807102,53930910,56930910,2025-12-29T20:13:00.000Z,1733
WUJ4KE3PD74UBPQIBKSZECJFXAR5UUHOTKUC6DZQWCGYIABGBSLQYBRGQQ,,No,true,1290606.035328,0.06655054385969872,5532,51411.878609,59,540.927324,702,6448.440975,55806905,54332093,65358666,2026-10-02T19:21:39.000Z,3321
T5NPCKOB7BJFZBXK3VYUJIJ6VWUUDKV3ZUJCJZUAOL7RB2TSNH4XVQLHHA,,No,true,1283836.345643,0.0662014624839994,4814,45736.908635,64,588.260029,648,5956.119422,55807166,53310810,56058513,2025-12-01T04:08:21.000Z,1658
FUMFDCH4EUXFMXY4GYJY6MVM7KKZ5ECK5YOXNJRGHQMLHVGYKC3LZBBFSE,,No,true,1278482.287571,0.0659253786390502,4858,46267.509169,69,632.968307,667,6130.816826,55806933,54019132,59593325,2026-03-27T08:07:05.000Z,2361
MFAKJROVM6356GSJKOFWSGIJGGMP5AHDBTUSVWOBCUETZ5PZ6RBWFOHVOU,,No,true,1270314.380814,0.06550419771939371,2785,26053.612986,67,613.602777,636,5841.641603,55805513,50000000,62000000,2026-06-14T10:18:43.000Z,3465
MVPYLZERIJBWRRVYC6WWYNR2NHYYW7L2BCNGTD7VEWYTRCMBZLL3AUBNHE,,No,true,1270230.669481,0.06549988111573164,5927,56915.185653,72,660.592125,655,6018.852659,55806853,52838088,55838088,2025-11-23T22:17:08.000Z,1733
JHJC42EBGL37E5J5OOFPMMUTK2K5GBZNJ5U4MJ6H2RSFV7BTYITHMTZR54,,No,true,1269667.983915,0.06547086604109674,5342,50883.862527,67,614.657606,656,6031.363014,55806738,54574222,57331668,2026-01-12T00:18:10.000Z,1661
V5LYAJVIFTV5FSF4RJS3OBEJHOLZL3CE4424XGRR2DEPJH55S3SKKE2EQQ,,No,true,1241099.206994,0.06399770723859992,6224,59731.568238,68,623.136377,666,6120.120934,55806775,54871952,57649094,2026-01-22T10:39:47.000Z,1667
IDYCIB4KXF77VJZ2ED4YZODZNAUSTI7OQBDDVHXXISYYGH2222K3MODTS4,,No,true,1206334.676062,0.06220506225072496,7955,76703.978541,65,595.604722,783,7199.273885,55802621,54012569,57012569,2026-01-01T12:37:22.000Z,1733
BU6URPCXE4U4MKA265Q24WPFXMMHFBMHWR2WVWTTER2DGP2VI2CHOGNZKQ,,No,true,1203324.518739,0.06204984245361778,4620,44163.155434,57,522.430704,556,5112.395276,55806300,53618472,56618472,2025-12-19T13:47:25.000Z,1733
KOKYE73QQTFIXBXKETLHAC5HD4LHAP375UENVKDD66XHDPUDZW4DWHNFF4,,No,true,1175802.233441,0.06063064635139424,14497,138614.97763,61,559.291041,1177,10828.539329,55807177,55769197,55986012,2025-11-28T18:57:22.000Z,466
DRTJXDA76VKSQNMRQYPG3NYXWMVL5AR4FSZBGL7O3J2EDCQK4AM2O6W5KQ,,No,true,1152648.300394,0.05943670583462198,4230,40178.198415,58,531.26884,608,5585.550674,55804408,54284215,57284215,2026-01-10T10:52:32.000Z,1733
A5HIICQGP2LQNQSY25EBJTQAVGOWHMJGFPIDGDLLPMKB2BX5EVYZYUMFA4,,No,true,1151801.886798,0.059393060226588135,4185,39767.432264,53,486.745776,612,5627.656207,55805293,54284141,57284141,2026-01-10T10:49:02.000Z,1733
3SQ6UNPFO76ZDAX3NLRUHTSO7JPVVBFYNITOOLX22G5ZKMQFHVYOT7NJ7E,,No,true,1144502.972303,0.05901668919163924,7084,55867.532769,60,549.945771,619,5689.204434,55806960,50464486,61376596,2026-05-24T22:37:14.000Z,3304
3WSZ6ESXFUHDUMECNEI5YML6UGJ35ACVZTOA5JNFXSFSWSUHB5DXCAUTFA,,No,true,1136747.64298,0.05861678296919116,5171,49493.292484,63,577.294788,567,5210.494373,55806493,54175385,56013682,2025-11-29T16:46:48.000Z,1356
UYU2MSJLAV7OJSA2A3IX3QY3MWAQGNHYHHH45W6M4I5BDMCGBZEO7JJKEQ,,No,true,1129080.256232,0.058221411535853355,2880,27142.659497,53,485.264832,441,4050.377641,55806857,55618218,55839202,2025-11-23T23:09:51.000Z,471
SRSMHLACP3GBOZD775YA7A2O64YC5VG63GCRAGR64CTTX2CBOA4RD6VVAE,,No,true,1125505.931424,0.05803710024844864,3763,35805.339924,54,494.832954,443,4073.915748,55799235,54722935,57722935,2026-01-24T20:54:11.000Z,1733
FAVTFWF4TP3JGQIBQIVOIYN5ZNZSKQQH2DQMMA2TOKJGVZFYUDWVQIVGDU,,No,true,1122538.645994,0.057884091155241284,4955,46021.370804,55,505.062516,574,5277.139038,55806036,55309791,58028672,2026-02-03T22:02:38.000Z,1649
WFJ25E3AOO3FSYL2G4M2FHTX5PQ2HQZ3LJQHMHPRL4YCEYOX344XO36HPM,,No,true,1118157.249273,0.05765816292721039,4256,41020.094951,57,522.827569,308,2822.629579,55807072,53381121,56381121,2025-12-11T18:35:12.000Z,1733
XB6ICYSQ6TFR77JJE6OR4KLE4M7M4ISGF6NU3ZL7IBITUPFGO5DX374ZBM,,No,true,1115657.324739,0.05752925345926138,3901,36965.326053,58,531.525597,588,5402.74097,55807273,53467703,56467703,2025-12-14T14:52:33.000Z,1733
TQBDE5PTN7IGRSWLCRRSYTAIH6OWUR2PNKYTI6O3PJ37EH6QIU6WIHV6CU,,No,true,1110866.552467,0.05728221564021962,5430,52162.554267,66,605.867424,614,5640.92754,55807298,54069658,57069658,2026-01-03T09:39:00.000Z,1733
EWFQX674JBKUQZWK3P23TKIJ63DFQVUZVZVK5ZNNBUU2VEI5PATZLYDWXM,,No,true,1108720.70351,0.0571715642011127,4575,43560.409862,57,522.564081,595,5464.697788,55804417,53660684,56437826,2025-12-13T15:18:40.000Z,1667
LMPPHE4PGBPZ3MYZXR5OCVAWLJMBZ2PB5BX66AC33FZIUHQKUBBTPTMSOQ,,No,true,1093097.895208,0.056365968720653255,5605,52447.532474,69,632.457337,570,5235.536677,55807393,50000000,60000000,2026-04-09T16:52:15.000Z,3163
MHHRM7VN4KCIGXD6ROR7WJVZDOAF42SXVX4L2HEIESQ2KMY2HCMP46WI74,,No,true,1087721.906982,0.0560887540397745,3957,37605.931485,62,568.622552,573,5271.593146,55806095,54284180,57284180,2026-01-10T10:50:52.000Z,1733
QVB27PX7RFNF37L35ESXT2CHZHXSYSKQGWP5DM2ZDFUNATHXVBHVQCBKGY,,No,true,1079354.433003,0.05565728236771402,3881,36825.664125,53,486.51332,563,5173.070777,55806103,54284254,57284254,2026-01-10T10:54:23.000Z,1733
