round,step,period,category,proposal_block_digest,proposal_encoding_digest,proposal_original_period,proposal_original_proposer,unique_senders,total_messages
55874684,2,0,on_time,f408c26469c395916b74d0448277d3fed693f6cd9d57c19821c4f138577d96be,d779a178d2e87cb1efb0579f813747ba08fd6ccb9eac29f33b8aa69d0b5927e3,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,134,134
55874685,2,0,late,f408c26469c395916b74d0448277d3fed693f6cd9d57c19821c4f138577d96be,d779a178d2e87cb1efb0579f813747ba08fd6ccb9eac29f33b8aa69d0b5927e3,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,188,188
55874685,1,0,late,f408c26469c395916b74d0448277d3fed693f6cd9d57c19821c4f138577d96be,d779a178d2e87cb1efb0579f813747ba08fd6ccb9eac29f33b8aa69d0b5927e3,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,292,292
55874685,1,0,late,d420e6c60ba1e0a1b349c38ff4235416d7f1a896953184f879f2fc0ee4d47427,4d88e2b3a12699557b556248ecd43826c8e5bf46ae26c833dc778d06e65a1a2b,0,7USALIOQHU2BUCTYP3ZZMUO634H6OWPERHZQQO6FVC7P5CYDWRXEW5VWZU,69,69
55874685,2,0,late,d420e6c60ba1e0a1b349c38ff4235416d7f1a896953184f879f2fc0ee4d47427,4d88e2b3a12699557b556248ecd43826c8e5bf46ae26c833dc778d06e65a1a2b,0,7USALIOQHU2BUCTYP3ZZMUO634H6OWPERHZQQO6FVC7P5CYDWRXEW5VWZU,63,63
55874685,1,0,on_time,7812ce7e3f23e7d915b4cc28e0b55fc846de4d90fb92535e2d6357b10209fe27,28c1ce8748fa01bc87eb6231f2b739111c534c41ebaaabc51b5c86f2f2c8f981,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,305,305
55874685,2,0,on_time,7812ce7e3f23e7d915b4cc28e0b55fc846de4d90fb92535e2d6357b10209fe27,28c1ce8748fa01bc87eb6231f2b739111c534c41ebaaabc51b5c86f2f2c8f981,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,135,135
55874686,1,0,late,f408c26469c395916b74d0448277d3fed693f6cd9d57c19821c4f138577d96be,d779a178d2e87cb1efb0579f813747ba08fd6ccb9eac29f33b8aa69d0b5927e3,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,66,66
55874686,2,0,late,f408c26469c395916b74d0448277d3fed693f6cd9d57c19821c4f138577d96be,d779a178d2e87cb1efb0579f813747ba08fd6ccb9eac29f33b8aa69d0b5927e3,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,78,78
55874686,1,0,on_time,3d95bc3dc2b953463f1b639c26bf8174495f5eda74ded08213d9b16b6af5825d,7368e717564747104c153223939b69b985753379589735e8bf0ec28a40fa3cb3,0,VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,328,328
55874686,2,0,on_time,3d95bc3dc2b953463f1b639c26bf8174495f5eda74ded08213d9b16b6af5825d,7368e717564747104c153223939b69b985753379589735e8bf0ec28a40fa3cb3,0,VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,119,119
55874686,2,0,late,7812ce7e3f23e7d915b4cc28e0b55fc846de4d90fb92535e2d6357b10209fe27,28c1ce8748fa01bc87eb6231f2b739111c534c41ebaaabc51b5c86f2f2c8f981,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,174,174
55874686,1,0,late,7812ce7e3f23e7d915b4cc28e0b55fc846de4d90fb92535e2d6357b10209fe27,28c1ce8748fa01bc87eb6231f2b739111c534c41ebaaabc51b5c86f2f2c8f981,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,317,317
55874687,1,0,late,7812ce7e3f23e7d915b4cc28e0b55fc846de4d90fb92535e2d6357b10209fe27,28c1ce8748fa01bc87eb6231f2b739111c534c41ebaaabc51b5c86f2f2c8f981,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,103,103
55874687,2,0,late,7812ce7e3f23e7d915b4cc28e0b55fc846de4d90fb92535e2d6357b10209fe27,28c1ce8748fa01bc87eb6231f2b739111c534c41ebaaabc51b5c86f2f2c8f981,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,78,78
55874687,1,0,on_time,f7e83692e522d6e907495923cc1fb1af8c9d8c56de6064986a52331ac2910f6a,efa778eef34aef47526e3e2f467407a7377da5e09845ecd24e845cf911b60eea,0,QR72AIRYPP52NWPEIOTGFA3KVUF2OWMHQSOALDETIGPAUND5UUW7DMIS7Q,302,302
55874687,2,0,on_time,f7e83692e522d6e907495923cc1fb1af8c9d8c56de6064986a52331ac2910f6a,efa778eef34aef47526e3e2f467407a7377da5e09845ecd24e845cf911b60eea,0,QR72AIRYPP52NWPEIOTGFA3KVUF2OWMHQSOALDETIGPAUND5UUW7DMIS7Q,157,157
55874687,1,0,late,3d95bc3dc2b953463f1b639c26bf8174495f5eda74ded08213d9b16b6af5825d,7368e717564747104c153223939b69b985753379589735e8bf0ec28a40fa3cb3,0,VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,336,336
55874687,2,0,late,3d95bc3dc2b953463f1b639c26bf8174495f5eda74ded08213d9b16b6af5825d,7368e717564747104c153223939b69b985753379589735e8bf0ec28a40fa3cb3,0,VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,176,176
55874688,2,0,on_time,658518e9ea16c2c736eb01b52ced56d545526875326287542814d984dc0a7279,e6d4be3860f0e6786e130621c86ffe161f7031340a419a92a6510d108577cabd,0,KN5T3OPNYGO2QO2ES7SH377WFMYPUBOT3RU37ESOCCWYOMQ7SAWFTHXBJ4,139,139
55874688,1,0,late,f7e83692e522d6e907495923cc1fb1af8c9d8c56de6064986a52331ac2910f6a,efa778eef34aef47526e3e2f467407a7377da5e09845ecd24e845cf911b60eea,0,QR72AIRYPP52NWPEIOTGFA3KVUF2OWMHQSOALDETIGPAUND5UUW7DMIS7Q,322,322
55874688,2,0,late,f7e83692e522d6e907495923cc1fb1af8c9d8c56de6064986a52331ac2910f6a,efa778eef34aef47526e3e2f467407a7377da5e09845ecd24e845cf911b60eea,0,QR72AIRYPP52NWPEIOTGFA3KVUF2OWMHQSOALDETIGPAUND5UUW7DMIS7Q,198,198
55874688,1,0,late,3d95bc3dc2b953463f1b639c26bf8174495f5eda74ded08213d9b16b6af5825d,7368e717564747104c153223939b69b985753379589735e8bf0ec28a40fa3cb3,0,VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,139,139
55874688,2,0,late,3d95bc3dc2b953463f1b639c26bf8174495f5eda74ded08213d9b16b6af5825d,7368e717564747104c153223939b69b985753379589735e8bf0ec28a40fa3cb3,0,VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,47,47
55874688,1,0,on_time,658518e9ea16c2c736eb01b52ced56d545526875326287542814d984dc0a7279,e6d4be3860f0e6786e130621c86ffe161f7031340a419a92a6510d108577cabd,0,KN5T3OPNYGO2QO2ES7SH377WFMYPUBOT3RU37ESOCCWYOMQ7SAWFTHXBJ4,302,302
55874689,1,0,on_time,04a013879945431abc27e8debe71b81239e87f8e25a83714e558cb433f0ecba7,c83cf47487cd47fd53f155299b0159e1f3d8b1782d55c32b3f2c22ece271335e,0,3YIIMZRD4UVBXWQKCROQW5KRWGS6KPK6F6C2B6GYGANPMBLGJ5HYOQVP4E,330,330
55874689,2,0,on_time,04a013879945431abc27e8debe71b81239e87f8e25a83714e558cb433f0ecba7,c83cf47487cd47fd53f155299b0159e1f3d8b1782d55c32b3f2c22ece271335e,0,3YIIMZRD4UVBXWQKCROQW5KRWGS6KPK6F6C2B6GYGANPMBLGJ5HYOQVP4E,167,167
55874689,1,0,late,658518e9ea16c2c736eb01b52ced56d545526875326287542814d984dc0a7279,e6d4be3860f0e6786e130621c86ffe161f7031340a419a92a6510d108577cabd,0,KN5T3OPNYGO2QO2ES7SH377WFMYPUBOT3RU37ESOCCWYOMQ7SAWFTHXBJ4,315,315
55874689,2,0,late,658518e9ea16c2c736eb01b52ced56d545526875326287542814d984dc0a7279,e6d4be3860f0e6786e130621c86ffe161f7031340a419a92a6510d108577cabd,0,KN5T3OPNYGO2QO2ES7SH377WFMYPUBOT3RU37ESOCCWYOMQ7SAWFTHXBJ4,175,175
55874689,1,0,late,f7e83692e522d6e907495923cc1fb1af8c9d8c56de6064986a52331ac2910f6a,efa778eef34aef47526e3e2f467407a7377da5e09845ecd24e845cf911b60eea,0,QR72AIRYPP52NWPEIOTGFA3KVUF2OWMHQSOALDETIGPAUND5UUW7DMIS7Q,133,133
55874689,2,0,late,f7e83692e522d6e907495923cc1fb1af8c9d8c56de6064986a52331ac2910f6a,efa778eef34aef47526e3e2f467407a7377da5e09845ecd24e845cf911b60eea,0,QR72AIRYPP52NWPEIOTGFA3KVUF2OWMHQSOALDETIGPAUND5UUW7DMIS7Q,60,60
55874690,1,0,late,658518e9ea16c2c736eb01b52ced56d545526875326287542814d984dc0a7279,e6d4be3860f0e6786e130621c86ffe161f7031340a419a92a6510d108577cabd,0,KN5T3OPNYGO2QO2ES7SH377WFMYPUBOT3RU37ESOCCWYOMQ7SAWFTHXBJ4,132,132
55874690,2,0,late,658518e9ea16c2c736eb01b52ced56d545526875326287542814d984dc0a7279,e6d4be3860f0e6786e130621c86ffe161f7031340a419a92a6510d108577cabd,0,KN5T3OPNYGO2QO2ES7SH377WFMYPUBOT3RU37ESOCCWYOMQ7SAWFTHXBJ4,57,57
55874690,1,0,on_time,9fd4aa0e09735e9fa253cfc43e78a9fa2ad13d55aa89033e3b7645d11a791780,6c6f5c7fd18147226a268c33d8579bf555d688a84a582ca35597c547d6298fb8,0,4TPMQLUIBMQ6ILR4FSBEWJACEOYJVYZ7PWL333KL47DHVT6TJHH55E5WWE,306,306
55874690,2,0,on_time,9fd4aa0e09735e9fa253cfc43e78a9fa2ad13d55aa89033e3b7645d11a791780,6c6f5c7fd18147226a268c33d8579bf555d688a84a582ca35597c547d6298fb8,0,4TPMQLUIBMQ6ILR4FSBEWJACEOYJVYZ7PWL333KL47DHVT6TJHH55E5WWE,125,125
55874690,1,0,late,04a013879945431abc27e8debe71b81239e87f8e25a83714e558cb433f0ecba7,c83cf47487cd47fd53f155299b0159e1f3d8b1782d55c32b3f2c22ece271335e,0,3YIIMZRD4UVBXWQKCROQW5KRWGS6KPK6F6C2B6GYGANPMBLGJ5HYOQVP4E,345,345
55874690,2,0,late,04a013879945431abc27e8debe71b81239e87f8e25a83714e558cb433f0ecba7,c83cf47487cd47fd53f155299b0159e1f3d8b1782d55c32b3f2c22ece271335e,0,3YIIMZRD4UVBXWQKCROQW5KRWGS6KPK6F6C2B6GYGANPMBLGJ5HYOQVP4E,206,206
55874690,2,0,late,f7e83692e522d6e907495923cc1fb1af8c9d8c56de6064986a52331ac2910f6a,efa778eef34aef47526e3e2f467407a7377da5e09845ecd24e845cf911b60eea,0,QR72AIRYPP52NWPEIOTGFA3KVUF2OWMHQSOALDETIGPAUND5UUW7DMIS7Q,15,15
55874691,2,0,late,9fd4aa0e09735e9fa253cfc43e78a9fa2ad13d55aa89033e3b7645d11a791780,6c6f5c7fd18147226a268c33d8579bf555d688a84a582ca35597c547d6298fb8,0,4TPMQLUIBMQ6ILR4FSBEWJACEOYJVYZ7PWL333KL47DHVT6TJHH55E5WWE,169,169
55874691,1,0,late,9fd4aa0e09735e9fa253cfc43e78a9fa2ad13d55aa89033e3b7645d11a791780,6c6f5c7fd18147226a268c33d8579bf555d688a84a582ca35597c547d6298fb8,0,4TPMQLUIBMQ6ILR4FSBEWJACEOYJVYZ7PWL333KL47DHVT6TJHH55E5WWE,322,322
55874691,2,0,late,04a013879945431abc27e8debe71b81239e87f8e25a83714e558cb433f0ecba7,c83cf47487cd47fd53f155299b0159e1f3d8b1782d55c32b3f2c22ece271335e,0,3YIIMZRD4UVBXWQKCROQW5KRWGS6KPK6F6C2B6GYGANPMBLGJ5HYOQVP4E,60,60
55874691,1,0,late,04a013879945431abc27e8debe71b81239e87f8e25a83714e558cb433f0ecba7,c83cf47487cd47fd53f155299b0159e1f3d8b1782d55c32b3f2c22ece271335e,0,3YIIMZRD4UVBXWQKCROQW5KRWGS6KPK6F6C2B6GYGANPMBLGJ5HYOQVP4E,24,24
55874691,1,0,on_time,8ceecf6c43d628a49c65b80ec980de6ff4dcbd4ca6696a81af96f39729cdcdec,88ac9830f566e0496c0fc80bb4b3455c67b9896680ccd2cda7ab794ddbdfaee7,0,AXXUPOQUNF4Z4SWYRAEID3FACJMXDU4FCTF7HSHDZZMOII7LF7SB4ZHCG4,343,343
55874691,2,0,on_time,8ceecf6c43d628a49c65b80ec980de6ff4dcbd4ca6696a81af96f39729cdcdec,88ac9830f566e0496c0fc80bb4b3455c67b9896680ccd2cda7ab794ddbdfaee7,0,AXXUPOQUNF4Z4SWYRAEID3FACJMXDU4FCTF7HSHDZZMOII7LF7SB4ZHCG4,145,145
55874692,2,0,late,8ceecf6c43d628a49c65b80ec980de6ff4dcbd4ca6696a81af96f39729cdcdec,88ac9830f566e0496c0fc80bb4b3455c67b9896680ccd2cda7ab794ddbdfaee7,0,AXXUPOQUNF4Z4SWYRAEID3FACJMXDU4FCTF7HSHDZZMOII7LF7SB4ZHCG4,185,185
55874692,1,0,on_time,c72f4305df64833064e39d416754cf2f404550edf4f7eff4bbb1189aafb8d91f,b76988417a792a44eae4d0a2b80fd766a89d5767304798f234040f826e7c5d36,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,301,301
55874692,2,0,on_time,c72f4305df64833064e39d416754cf2f404550edf4f7eff4bbb1189aafb8d91f,b76988417a792a44eae4d0a2b80fd766a89d5767304798f234040f826e7c5d36,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,143,143
55874692,1,0,late,8ceecf6c43d628a49c65b80ec980de6ff4dcbd4ca6696a81af96f39729cdcdec,88ac9830f566e0496c0fc80bb4b3455c67b9896680ccd2cda7ab794ddbdfaee7,0,AXXUPOQUNF4Z4SWYRAEID3FACJMXDU4FCTF7HSHDZZMOII7LF7SB4ZHCG4,350,350
55874693,1,0,late,c72f4305df64833064e39d416754cf2f404550edf4f7eff4bbb1189aafb8d91f,b76988417a792a44eae4d0a2b80fd766a89d5767304798f234040f826e7c5d36,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,315,315
55874693,2,0,late,c72f4305df64833064e39d416754cf2f404550edf4f7eff4bbb1189aafb8d91f,b76988417a792a44eae4d0a2b80fd766a89d5767304798f234040f826e7c5d36,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,183,183
55874693,1,0,on_time,60e1be56da584cd5fc1dc1c3db027bf58353155341bc90251874c780e6e83fcb,edf03441bfcc9ab153f86c741f66e19a7dbbbef3a7ff7b0aff0f22ef2f3d2c3c,0,TBN2J7U3J5D4I7R2EK7XIBFNTEGVLHNORAXQ6YBJY5IVNY5IIKOXSJRYCE,303,303
55874693,2,0,on_time,60e1be56da584cd5fc1dc1c3db027bf58353155341bc90251874c780e6e83fcb,edf03441bfcc9ab153f86c741f66e19a7dbbbef3a7ff7b0aff0f22ef2f3d2c3c,0,TBN2J7U3J5D4I7R2EK7XIBFNTEGVLHNORAXQ6YBJY5IVNY5IIKOXSJRYCE,137,137
55874694,2,0,late,60e1be56da584cd5fc1dc1c3db027bf58353155341bc90251874c780e6e83fcb,edf03441bfcc9ab153f86c741f66e19a7dbbbef3a7ff7b0aff0f22ef2f3d2c3c,0,TBN2J7U3J5D4I7R2EK7XIBFNTEGVLHNORAXQ6YBJY5IVNY5IIKOXSJRYCE,206,206
55874694,1,0,late,60e1be56da584cd5fc1dc1c3db027bf58353155341bc90251874c780e6e83fcb,edf03441bfcc9ab153f86c741f66e19a7dbbbef3a7ff7b0aff0f22ef2f3d2c3c,0,TBN2J7U3J5D4I7R2EK7XIBFNTEGVLHNORAXQ6YBJY5IVNY5IIKOXSJRYCE,312,312
55874694,1,0,on_time,2cf7b25009ba8c850610f3154b7c61160b120966af332c197818784a6507e80c,7439e8163f048587a00f47ac86876ca57a98aa8f8c317175cb0371000b3d8447,0,62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,317,317
55874694,2,0,on_time,2cf7b25009ba8c850610f3154b7c61160b120966af332c197818784a6507e80c,7439e8163f048587a00f47ac86876ca57a98aa8f8c317175cb0371000b3d8447,0,62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,144,144
55874695,2,0,late,2cf7b25009ba8c850610f3154b7c61160b120966af332c197818784a6507e80c,7439e8163f048587a00f47ac86876ca57a98aa8f8c317175cb0371000b3d8447,0,62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,177,177
55874695,1,0,late,2cf7b25009ba8c850610f3154b7c61160b120966af332c197818784a6507e80c,7439e8163f048587a00f47ac86876ca57a98aa8f8c317175cb0371000b3d8447,0,62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,323,323
55874695,1,0,on_time,f45ca77fea1e6171a172ca0814585931ccca7d6afc7e46881b4160d68d075d42,b348243d089ef7fc356cecb11e9786ecdfd9723dee6ba7559ed1fe9b5fe1a057,0,H7CDKBNTC4OVBFZXFYG5CEZJXA4VDRJGHT26MXOJVBGPI7MMO7VSE4RZHA,325,325
55874695,2,0,on_time,f45ca77fea1e6171a172ca0814585931ccca7d6afc7e46881b4160d68d075d42,b348243d089ef7fc356cecb11e9786ecdfd9723dee6ba7559ed1fe9b5fe1a057,0,H7CDKBNTC4OVBFZXFYG5CEZJXA4VDRJGHT26MXOJVBGPI7MMO7VSE4RZHA,124,124
55874696,1,0,late,f45ca77fea1e6171a172ca0814585931ccca7d6afc7e46881b4160d68d075d42,b348243d089ef7fc356cecb11e9786ecdfd9723dee6ba7559ed1fe9b5fe1a057,0,H7CDKBNTC4OVBFZXFYG5CEZJXA4VDRJGHT26MXOJVBGPI7MMO7VSE4RZHA,343,343
55874696,2,0,late,f45ca77fea1e6171a172ca0814585931ccca7d6afc7e46881b4160d68d075d42,b348243d089ef7fc356cecb11e9786ecdfd9723dee6ba7559ed1fe9b5fe1a057,0,H7CDKBNTC4OVBFZXFYG5CEZJXA4VDRJGHT26MXOJVBGPI7MMO7VSE4RZHA,177,177
55874696,1,0,late,2cf7b25009ba8c850610f3154b7c61160b120966af332c197818784a6507e80c,7439e8163f048587a00f47ac86876ca57a98aa8f8c317175cb0371000b3d8447,0,62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,15,15
55874696,2,0,late,2cf7b25009ba8c850610f3154b7c61160b120966af332c197818784a6507e80c,7439e8163f048587a00f47ac86876ca57a98aa8f8c317175cb0371000b3d8447,0,62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,33,33
55874696,1,0,on_time,0cb9badcd818a7ce54d9bbd3c6addc4f58bc7e05d441f0108a8dd4b50dc5526e,07700b19ca602eb67a2323fa7fd5522e118db09df3304c950909d2d1813afbea,0,YX5KZSZT27L7WZAW7TNONVDZHQQAURJKT4BPRS364KTH2DGMEKLLFOPK3U,311,311
55874696,2,0,on_time,0cb9badcd818a7ce54d9bbd3c6addc4f58bc7e05d441f0108a8dd4b50dc5526e,07700b19ca602eb67a2323fa7fd5522e118db09df3304c950909d2d1813afbea,0,YX5KZSZT27L7WZAW7TNONVDZHQQAURJKT4BPRS364KTH2DGMEKLLFOPK3U,121,121
55874697,1,0,late,0cb9badcd818a7ce54d9bbd3c6addc4f58bc7e05d441f0108a8dd4b50dc5526e,07700b19ca602eb67a2323fa7fd5522e118db09df3304c950909d2d1813afbea,0,YX5KZSZT27L7WZAW7TNONVDZHQQAURJKT4BPRS364KTH2DGMEKLLFOPK3U,321,321
55874697,1,0,late,f45ca77fea1e6171a172ca0814585931ccca7d6afc7e46881b4160d68d075d42,b348243d089ef7fc356cecb11e9786ecdfd9723dee6ba7559ed1fe9b5fe1a057,0,H7CDKBNTC4OVBFZXFYG5CEZJXA4VDRJGHT26MXOJVBGPI7MMO7VSE4RZHA,79,79
55874697,2,0,late,f45ca77fea1e6171a172ca0814585931ccca7d6afc7e46881b4160d68d075d42,b348243d089ef7fc356cecb11e9786ecdfd9723dee6ba7559ed1fe9b5fe1a057,0,H7CDKBNTC4OVBFZXFYG5CEZJXA4VDRJGHT26MXOJVBGPI7MMO7VSE4RZHA,58,58
55874697,1,0,on_time,7d268677b41352e2001b4da8284a596ca0aefc8cc5abfbec8fec7e2b9c8243cc,79cd0d2f77ea85e35c0c389d0bd295917734bc5b239a934ce5a8ef95a5b90b2c,0,3UDVJVLH6KIISVHVQYBTJTBKJOLZJYDXQBDT4RR3S54N67ZXY2XZSXEYPQ,313,313
55874697,2,0,on_time,7d268677b41352e2001b4da8284a596ca0aefc8cc5abfbec8fec7e2b9c8243cc,79cd0d2f77ea85e35c0c389d0bd295917734bc5b239a934ce5a8ef95a5b90b2c,0,3UDVJVLH6KIISVHVQYBTJTBKJOLZJYDXQBDT4RR3S54N67ZXY2XZSXEYPQ,152,152
55874697,2,0,late,0cb9badcd818a7ce54d9bbd3c6addc4f58bc7e05d441f0108a8dd4b50dc5526e,07700b19ca602eb67a2323fa7fd5522e118db09df3304c950909d2d1813afbea,0,YX5KZSZT27L7WZAW7TNONVDZHQQAURJKT4BPRS364KTH2DGMEKLLFOPK3U,173,173
55874698,2,0,late,7d268677b41352e2001b4da8284a596ca0aefc8cc5abfbec8fec7e2b9c8243cc,79cd0d2f77ea85e35c0c389d0bd295917734bc5b239a934ce5a8ef95a5b90b2c,0,3UDVJVLH6KIISVHVQYBTJTBKJOLZJYDXQBDT4RR3S54N67ZXY2XZSXEYPQ,199,199
55874698,1,0,late,7d268677b41352e2001b4da8284a596ca0aefc8cc5abfbec8fec7e2b9c8243cc,79cd0d2f77ea85e35c0c389d0bd295917734bc5b239a934ce5a8ef95a5b90b2c,0,3UDVJVLH6KIISVHVQYBTJTBKJOLZJYDXQBDT4RR3S54N67ZXY2XZSXEYPQ,326,326
55874698,1,0,on_time,a9005f9fe1213d30daa07e46179a28a29d07ad8c68d0153573a13523479056ef,2d3564e0b3517a3c325dac30eb65f7ec13035df1e7b463a3118dc4b87d596e96,0,VVU2LEKHHCF2PACOOIMSH6WY6AM5XMFWZRGWVHR65CILVVS6F4PHNIH35Y,298,298
55874698,2,0,on_time,a9005f9fe1213d30daa07e46179a28a29d07ad8c68d0153573a13523479056ef,2d3564e0b3517a3c325dac30eb65f7ec13035df1e7b463a3118dc4b87d596e96,0,VVU2LEKHHCF2PACOOIMSH6WY6AM5XMFWZRGWVHR65CILVVS6F4PHNIH35Y,145,145
55874699,2,0,late,0cb9badcd818a7ce54d9bbd3c6addc4f58bc7e05d441f0108a8dd4b50dc5526e,07700b19ca602eb67a2323fa7fd5522e118db09df3304c950909d2d1813afbea,0,YX5KZSZT27L7WZAW7TNONVDZHQQAURJKT4BPRS364KTH2DGMEKLLFOPK3U,20,20
55874699,1,0,on_time,9bb89cd4063800809ca57e8774a57262a412a2c4026645f217baaf7b13dcf828,97bd78a6e893b76a84e8026c52bd905a258c836a02e0effbb0b44cef3546f28d,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,312,312
55874699,2,0,on_time,9bb89cd4063800809ca57e8774a57262a412a2c4026645f217baaf7b13dcf828,97bd78a6e893b76a84e8026c52bd905a258c836a02e0effbb0b44cef3546f28d,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,162,162
55874699,2,0,late,a9005f9fe1213d30daa07e46179a28a29d07ad8c68d0153573a13523479056ef,2d3564e0b3517a3c325dac30eb65f7ec13035df1e7b463a3118dc4b87d596e96,0,VVU2LEKHHCF2PACOOIMSH6WY6AM5XMFWZRGWVHR65CILVVS6F4PHNIH35Y,209,209
55874699,1,0,late,a9005f9fe1213d30daa07e46179a28a29d07ad8c68d0153573a13523479056ef,2d3564e0b3517a3c325dac30eb65f7ec13035df1e7b463a3118dc4b87d596e96,0,VVU2LEKHHCF2PACOOIMSH6WY6AM5XMFWZRGWVHR65CILVVS6F4PHNIH35Y,310,310
55874699,1,0,late,0cb9badcd818a7ce54d9bbd3c6addc4f58bc7e05d441f0108a8dd4b50dc5526e,07700b19ca602eb67a2323fa7fd5522e118db09df3304c950909d2d1813afbea,0,YX5KZSZT27L7WZAW7TNONVDZHQQAURJKT4BPRS364KTH2DGMEKLLFOPK3U,147,147
55874700,1,0,late,9bb89cd4063800809ca57e8774a57262a412a2c4026645f217baaf7b13dcf828,97bd78a6e893b76a84e8026c52bd905a258c836a02e0effbb0b44cef3546f28d,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,328,328
55874700,1,0,late,0cb9badcd818a7ce54d9bbd3c6addc4f58bc7e05d441f0108a8dd4b50dc5526e,07700b19ca602eb67a2323fa7fd5522e118db09df3304c950909d2d1813afbea,0,YX5KZSZT27L7WZAW7TNONVDZHQQAURJKT4BPRS364KTH2DGMEKLLFOPK3U,11,11
55874700,2,0,late,0cb9badcd818a7ce54d9bbd3c6addc4f58bc7e05d441f0108a8dd4b50dc5526e,07700b19ca602eb67a2323fa7fd5522e118db09df3304c950909d2d1813afbea,0,YX5KZSZT27L7WZAW7TNONVDZHQQAURJKT4BPRS364KTH2DGMEKLLFOPK3U,34,34
55874700,1,0,late,7d268677b41352e2001b4da8284a596ca0aefc8cc5abfbec8fec7e2b9c8243cc,79cd0d2f77ea85e35c0c389d0bd295917734bc5b239a934ce5a8ef95a5b90b2c,0,3UDVJVLH6KIISVHVQYBTJTBKJOLZJYDXQBDT4RR3S54N67ZXY2XZSXEYPQ,35,35
55874700,1,0,on_time,f9d76ef78b3a526091ac0799a87c67e59b8f0019ad48e87c06c52ca723c7da7d,fd8ee5bee87b6f70daa6a55b3b4fafe62fb995ca5d1a959fa99afa08c0449ee0,0,3UDVJVLH6KIISVHVQYBTJTBKJOLZJYDXQBDT4RR3S54N67ZXY2XZSXEYPQ,293,293
55874700,2,0,on_time,f9d76ef78b3a526091ac0799a87c67e59b8f0019ad48e87c06c52ca723c7da7d,fd8ee5bee87b6f70daa6a55b3b4fafe62fb995ca5d1a959fa99afa08c0449ee0,0,3UDVJVLH6KIISVHVQYBTJTBKJOLZJYDXQBDT4RR3S54N67ZXY2XZSXEYPQ,149,149
