round,step,period,category,proposal_block_digest,proposal_encoding_digest,proposal_original_period,proposal_original_proposer,unique_senders,total_messages
55874475,1,0,late,f88601e6c32e4abc51456299cfa6c52e2d4baccb600d98eb5aa1808137a2dff9,65bc922fd6ccad1dc0b4043f25b3b53cd2aac7bc1aff1ffb602284705ec7914b,0,C6FBHN2O2AK7RDG2RIYPB3TF2MX4NCICUCSE6GI7GOLJEWTVT2C5UFGOFQ,348,348
55874475,1,0,on_time,4110dbf2b4893a4a1cfd53b60db8e1042590a1ce0aec7e82a1d78c71e278a6c3,e5af7ae0163c770f61d136c98d19838ce024e2b8984aa2256bd463056c61f079,0,RLQLT2SKHF24QUGUUMVZAM672FNWFNSM5I2XGZNCHJVHDVFU7GMCQAXVVE,298,298
55874475,2,0,on_time,4110dbf2b4893a4a1cfd53b60db8e1042590a1ce0aec7e82a1d78c71e278a6c3,e5af7ae0163c770f61d136c98d19838ce024e2b8984aa2256bd463056c61f079,0,RLQLT2SKHF24QUGUUMVZAM672FNWFNSM5I2XGZNCHJVHDVFU7GMCQAXVVE,110,110
55874476,2,0,late,4110dbf2b4893a4a1cfd53b60db8e1042590a1ce0aec7e82a1d78c71e278a6c3,e5af7ae0163c770f61d136c98d19838ce024e2b8984aa2256bd463056c61f079,0,RLQLT2SKHF24QUGUUMVZAM672FNWFNSM5I2XGZNCHJVHDVFU7GMCQAXVVE,184,184
55874476,1,0,late,4110dbf2b4893a4a1cfd53b60db8e1042590a1ce0aec7e82a1d78c71e278a6c3,e5af7ae0163c770f61d136c98d19838ce024e2b8984aa2256bd463056c61f079,0,RLQLT2SKHF24QUGUUMVZAM672FNWFNSM5I2XGZNCHJVHDVFU7GMCQAXVVE,318,318
55874476,1,0,on_time,ea1e1fae276869bfb2e34d99f2d06f5a5f4439a493094be8f594a55bd86ca637,75f7c5aa8b69a98a6563cc7f157978c4de38aec8bf6f27da3cf7c29550272639,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,330,330
55874476,2,0,on_time,ea1e1fae276869bfb2e34d99f2d06f5a5f4439a493094be8f594a55bd86ca637,75f7c5aa8b69a98a6563cc7f157978c4de38aec8bf6f27da3cf7c29550272639,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,134,134
55874477,2,0,late,ea1e1fae276869bfb2e34d99f2d06f5a5f4439a493094be8f594a55bd86ca637,75f7c5aa8b69a98a6563cc7f157978c4de38aec8bf6f27da3cf7c29550272639,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,193,193
55874477,1,0,late,ea1e1fae276869bfb2e34d99f2d06f5a5f4439a493094be8f594a55bd86ca637,75f7c5aa8b69a98a6563cc7f157978c4de38aec8bf6f27da3cf7c29550272639,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,355,355
55874477,1,0,on_time,eab6fa9cc60f28cdb118c401a227796ca081a91dcd55974b91db6271bcf42f02,895a2f79cfabceda3f15a71d38120414ff67def0872c51853a6bf1f57eb3b7a6,0,DIE5F6GGCKDLMR5V3GRV55WWV27YXF6VGH7XHNVFWW326LX2LHN2MA7J64,296,296
55874477,2,0,on_time,eab6fa9cc60f28cdb118c401a227796ca081a91dcd55974b91db6271bcf42f02,895a2f79cfabceda3f15a71d38120414ff67def0872c51853a6bf1f57eb3b7a6,0,DIE5F6GGCKDLMR5V3GRV55WWV27YXF6VGH7XHNVFWW326LX2LHN2MA7J64,130,130
55874478,2,0,late,eab6fa9cc60f28cdb118c401a227796ca081a91dcd55974b91db6271bcf42f02,895a2f79cfabceda3f15a71d38120414ff67def0872c51853a6bf1f57eb3b7a6,0,DIE5F6GGCKDLMR5V3GRV55WWV27YXF6VGH7XHNVFWW326LX2LHN2MA7J64,208,208
55874478,1,0,late,eab6fa9cc60f28cdb118c401a227796ca081a91dcd55974b91db6271bcf42f02,895a2f79cfabceda3f15a71d38120414ff67def0872c51853a6bf1f57eb3b7a6,0,DIE5F6GGCKDLMR5V3GRV55WWV27YXF6VGH7XHNVFWW326LX2LHN2MA7J64,326,326
55874478,1,0,on_time,b15afd8a38163d92f6efee297c281a355cff452da1c15cf35a59e11ee312a02b,e9ef6ad6f48de6597785a293c084ccc9615eae25efc6c419370856e08f1abc15,0,QNGQXHUFFMY6KOXBBJFYQHV6BN52YUANDRHPV4EMNANJJRPGMSR6M3GXQE,323,323
55874478,2,0,on_time,b15afd8a38163d92f6efee297c281a355cff452da1c15cf35a59e11ee312a02b,e9ef6ad6f48de6597785a293c084ccc9615eae25efc6c419370856e08f1abc15,0,QNGQXHUFFMY6KOXBBJFYQHV6BN52YUANDRHPV4EMNANJJRPGMSR6M3GXQE,153,153
55874479,2,0,on_time,52b11e2ee17ddcc1daa948f0ea85467f9ab9e0192911dc7eb8d2823b1d194a26,8b96827ca0a1e7d0705f1c72345f941785bdac962868408a973e8b5c11ce4b42,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,143,143
55874479,1,0,late,b15afd8a38163d92f6efee297c281a355cff452da1c15cf35a59e11ee312a02b,e9ef6ad6f48de6597785a293c084ccc9615eae25efc6c419370856e08f1abc15,0,QNGQXHUFFMY6KOXBBJFYQHV6BN52YUANDRHPV4EMNANJJRPGMSR6M3GXQE,334,334
55874479,2,0,late,b15afd8a38163d92f6efee297c281a355cff452da1c15cf35a59e11ee312a02b,e9ef6ad6f48de6597785a293c084ccc9615eae25efc6c419370856e08f1abc15,0,QNGQXHUFFMY6KOXBBJFYQHV6BN52YUANDRHPV4EMNANJJRPGMSR6M3GXQE,206,206
55874479,1,0,on_time,52b11e2ee17ddcc1daa948f0ea85467f9ab9e0192911dc7eb8d2823b1d194a26,8b96827ca0a1e7d0705f1c72345f941785bdac962868408a973e8b5c11ce4b42,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,328,328
55874480,2,0,late,52b11e2ee17ddcc1daa948f0ea85467f9ab9e0192911dc7eb8d2823b1d194a26,8b96827ca0a1e7d0705f1c72345f941785bdac962868408a973e8b5c11ce4b42,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,197,197
55874480,1,0,late,52b11e2ee17ddcc1daa948f0ea85467f9ab9e0192911dc7eb8d2823b1d194a26,8b96827ca0a1e7d0705f1c72345f941785bdac962868408a973e8b5c11ce4b42,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,335,335
55874480,1,0,on_time,f31e47c5e02c96382d984dcab83c81fbd3350c30fb7c8a6c8c254c5649d127e9,8c86e729d9b86394a61c07397decc47543390ba4d2f418c9902b34229d3ce16c,0,FTG3T4W7FY4X2EDHMZ6Y5DFQTXIOFAMITRYYDASQIXXS6W3AEH7ZOSSGBA,322,322
55874480,2,0,on_time,f31e47c5e02c96382d984dcab83c81fbd3350c30fb7c8a6c8c254c5649d127e9,8c86e729d9b86394a61c07397decc47543390ba4d2f418c9902b34229d3ce16c,0,FTG3T4W7FY4X2EDHMZ6Y5DFQTXIOFAMITRYYDASQIXXS6W3AEH7ZOSSGBA,152,152
55874481,1,0,late,f31e47c5e02c96382d984dcab83c81fbd3350c30fb7c8a6c8c254c5649d127e9,8c86e729d9b86394a61c07397decc47543390ba4d2f418c9902b34229d3ce16c,0,FTG3T4W7FY4X2EDHMZ6Y5DFQTXIOFAMITRYYDASQIXXS6W3AEH7ZOSSGBA,344,344
55874481,2,0,late,f31e47c5e02c96382d984dcab83c81fbd3350c30fb7c8a6c8c254c5649d127e9,8c86e729d9b86394a61c07397decc47543390ba4d2f418c9902b34229d3ce16c,0,FTG3T4W7FY4X2EDHMZ6Y5DFQTXIOFAMITRYYDASQIXXS6W3AEH7ZOSSGBA,196,196
55874481,1,0,on_time,afc7c5735c6e3ba2aa5f340c4b49f07d5f25e4742a99e373daba0c36f82e21ef,a191348a46f8163b2a3013c4c60bc85469479bde6d11b24c773de5a1b8fcbe41,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,314,314
55874481,2,0,on_time,afc7c5735c6e3ba2aa5f340c4b49f07d5f25e4742a99e373daba0c36f82e21ef,a191348a46f8163b2a3013c4c60bc85469479bde6d11b24c773de5a1b8fcbe41,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,128,128
55874482,2,0,late,afc7c5735c6e3ba2aa5f340c4b49f07d5f25e4742a99e373daba0c36f82e21ef,a191348a46f8163b2a3013c4c60bc85469479bde6d11b24c773de5a1b8fcbe41,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,200,200
55874482,1,0,late,afc7c5735c6e3ba2aa5f340c4b49f07d5f25e4742a99e373daba0c36f82e21ef,a191348a46f8163b2a3013c4c60bc85469479bde6d11b24c773de5a1b8fcbe41,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,344,344
55874482,1,0,on_time,f7248b8342bb9def5b424bd3a0d1c6464c20251beeaf4193ebda2700f093b6b8,c2971b6fefd49f3f41f796838f6f17f624470f2527af7e6b53fb1db321471694,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,298,298
55874482,2,0,on_time,f7248b8342bb9def5b424bd3a0d1c6464c20251beeaf4193ebda2700f093b6b8,c2971b6fefd49f3f41f796838f6f17f624470f2527af7e6b53fb1db321471694,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,127,127
55874483,2,0,late,f7248b8342bb9def5b424bd3a0d1c6464c20251beeaf4193ebda2700f093b6b8,c2971b6fefd49f3f41f796838f6f17f624470f2527af7e6b53fb1db321471694,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,191,191
55874483,1,0,late,f7248b8342bb9def5b424bd3a0d1c6464c20251beeaf4193ebda2700f093b6b8,c2971b6fefd49f3f41f796838f6f17f624470f2527af7e6b53fb1db321471694,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,319,319
55874483,1,0,on_time,a8417e564eff4d357a940d697016a4e46321e9fd419ab2a3bcdf5d33b4127b9f,8855ed603013c2805eb1b700a49dbca10d97a977a9fd03af024fd190eda3428d,0,PWL2IMIIIESYRXXBCT6EB5PWLYCCIGQD3WSHVNIT6LX7NQQIJ2XITR523E,318,318
55874483,2,0,on_time,a8417e564eff4d357a940d697016a4e46321e9fd419ab2a3bcdf5d33b4127b9f,8855ed603013c2805eb1b700a49dbca10d97a977a9fd03af024fd190eda3428d,0,PWL2IMIIIESYRXXBCT6EB5PWLYCCIGQD3WSHVNIT6LX7NQQIJ2XITR523E,119,119
55874484,2,0,late,a8417e564eff4d357a940d697016a4e46321e9fd419ab2a3bcdf5d33b4127b9f,8855ed603013c2805eb1b700a49dbca10d97a977a9fd03af024fd190eda3428d,0,PWL2IMIIIESYRXXBCT6EB5PWLYCCIGQD3WSHVNIT6LX7NQQIJ2XITR523E,188,188
55874484,1,0,late,a8417e564eff4d357a940d697016a4e46321e9fd419ab2a3bcdf5d33b4127b9f,8855ed603013c2805eb1b700a49dbca10d97a977a9fd03af024fd190eda3428d,0,PWL2IMIIIESYRXXBCT6EB5PWLYCCIGQD3WSHVNIT6LX7NQQIJ2XITR523E,332,332
55874484,1,0,on_time,86d0973075c3005ede7a6c2fd6fde6457a680feebc9c47998485998669aa4082,eb73dcb280bb182f117f9d27033fcb712dd1aef3f69448f74fe7c3b1019bb353,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,329,329
55874484,2,0,on_time,86d0973075c3005ede7a6c2fd6fde6457a680feebc9c47998485998669aa4082,eb73dcb280bb182f117f9d27033fcb712dd1aef3f69448f74fe7c3b1019bb353,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,126,126
55874485,2,0,late,86d0973075c3005ede7a6c2fd6fde6457a680feebc9c47998485998669aa4082,eb73dcb280bb182f117f9d27033fcb712dd1aef3f69448f74fe7c3b1019bb353,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,178,178
55874485,1,0,late,86d0973075c3005ede7a6c2fd6fde6457a680feebc9c47998485998669aa4082,eb73dcb280bb182f117f9d27033fcb712dd1aef3f69448f74fe7c3b1019bb353,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,347,347
55874485,1,0,on_time,299bcab9d5aee047fb2e55c8928ab0c72cf9ad41c39e8f4790eb2287553a763c,19158af4f937cac5b36f43ef4fabb30c3c6b9ecde08b04db22b3c7fd81d24281,0,F4M4ECEE6RIZB2QDM6CM46MMK5KD2F3FTVANKXZMH5TDBIEXAG2FOAK3II,303,303
55874485,2,0,on_time,299bcab9d5aee047fb2e55c8928ab0c72cf9ad41c39e8f4790eb2287553a763c,19158af4f937cac5b36f43ef4fabb30c3c6b9ecde08b04db22b3c7fd81d24281,0,F4M4ECEE6RIZB2QDM6CM46MMK5KD2F3FTVANKXZMH5TDBIEXAG2FOAK3II,144,144
55874486,2,0,late,299bcab9d5aee047fb2e55c8928ab0c72cf9ad41c39e8f4790eb2287553a763c,19158af4f937cac5b36f43ef4fabb30c3c6b9ecde08b04db22b3c7fd81d24281,0,F4M4ECEE6RIZB2QDM6CM46MMK5KD2F3FTVANKXZMH5TDBIEXAG2FOAK3II,185,185
55874486,1,0,late,299bcab9d5aee047fb2e55c8928ab0c72cf9ad41c39e8f4790eb2287553a763c,19158af4f937cac5b36f43ef4fabb30c3c6b9ecde08b04db22b3c7fd81d24281,0,F4M4ECEE6RIZB2QDM6CM46MMK5KD2F3FTVANKXZMH5TDBIEXAG2FOAK3II,319,319
55874486,1,0,on_time,ae0d4637268861268763c9b7a4b6e0ef4782d7a0667ce3968c7bba39434f5086,9561543c5cfba1e27604bb7ff4b364264a41c91caa426d5c1d508c160a7ed0ec,0,NRDDQ7MFRTUTMDAP4CBXDQ2IVP5VSLKDASADLLANYLFIKR7NQOGOUINYM4,304,304
55874486,2,0,on_time,ae0d4637268861268763c9b7a4b6e0ef4782d7a0667ce3968c7bba39434f5086,9561543c5cfba1e27604bb7ff4b364264a41c91caa426d5c1d508c160a7ed0ec,0,NRDDQ7MFRTUTMDAP4CBXDQ2IVP5VSLKDASADLLANYLFIKR7NQOGOUINYM4,141,141
55874487,2,0,on_time,220df07f9885890c8d1e8f6ceecb19a69c25f4b6c50fbc0e0c8a582747710148,a8531e8a91b6842be6237c0751bfea00410b32a9b9767ed3dc34e9f582cf9b59,0,ON3RFKF7K4I2DS7OLAPTQQQLJLWCPG5CUSFCKOULVVNZPBYZHCXZBNDIEI,157,157
55874487,1,0,late,ae0d4637268861268763c9b7a4b6e0ef4782d7a0667ce3968c7bba39434f5086,9561543c5cfba1e27604bb7ff4b364264a41c91caa426d5c1d508c160a7ed0ec,0,NRDDQ7MFRTUTMDAP4CBXDQ2IVP5VSLKDASADLLANYLFIKR7NQOGOUINYM4,320,320
55874487,2,0,late,ae0d4637268861268763c9b7a4b6e0ef4782d7a0667ce3968c7bba39434f5086,9561543c5cfba1e27604bb7ff4b364264a41c91caa426d5c1d508c160a7ed0ec,0,NRDDQ7MFRTUTMDAP4CBXDQ2IVP5VSLKDASADLLANYLFIKR7NQOGOUINYM4,185,185
55874487,1,0,on_time,220df07f9885890c8d1e8f6ceecb19a69c25f4b6c50fbc0e0c8a582747710148,a8531e8a91b6842be6237c0751bfea00410b32a9b9767ed3dc34e9f582cf9b59,0,ON3RFKF7K4I2DS7OLAPTQQQLJLWCPG5CUSFCKOULVVNZPBYZHCXZBNDIEI,344,344
55874488,2,0,late,220df07f9885890c8d1e8f6ceecb19a69c25f4b6c50fbc0e0c8a582747710148,a8531e8a91b6842be6237c0751bfea00410b32a9b9767ed3dc34e9f582cf9b59,0,ON3RFKF7K4I2DS7OLAPTQQQLJLWCPG5CUSFCKOULVVNZPBYZHCXZBNDIEI,193,193
55874488,1,0,late,220df07f9885890c8d1e8f6ceecb19a69c25f4b6c50fbc0e0c8a582747710148,a8531e8a91b6842be6237c0751bfea00410b32a9b9767ed3dc34e9f582cf9b59,0,ON3RFKF7K4I2DS7OLAPTQQQLJLWCPG5CUSFCKOULVVNZPBYZHCXZBNDIEI,356,356
55874488,1,0,on_time,14cf75fc6a7a1b938d03ef2f368031af84e366759959cb725e1787d181d128de,1a2eb5773968f35ff4f2f74315dc487efa34602854ff58ae210d8bd9e8c33ffc,0,NRDDQ7MFRTUTMDAP4CBXDQ2IVP5VSLKDASADLLANYLFIKR7NQOGOUINYM4,325,325
55874488,2,0,on_time,14cf75fc6a7a1b938d03ef2f368031af84e366759959cb725e1787d181d128de,1a2eb5773968f35ff4f2f74315dc487efa34602854ff58ae210d8bd9e8c33ffc,0,NRDDQ7MFRTUTMDAP4CBXDQ2IVP5VSLKDASADLLANYLFIKR7NQOGOUINYM4,163,163
55874489,1,0,on_time,df4af5c2180b1c1cee8bba867c43f6246fa3c92b7b5634a07c9bd5fd454359ad,0d5e4ad132e96f2df590abece3aef6fa2f1ca523a64fa45b01ba3a2177d1284a,0,7IISQ474IZKGPO66HGBWUBHAJR4FLYLR52NNMPVN6NA2YQOGYDKJNK36RU,316,316
55874489,2,0,on_time,df4af5c2180b1c1cee8bba867c43f6246fa3c92b7b5634a07c9bd5fd454359ad,0d5e4ad132e96f2df590abece3aef6fa2f1ca523a64fa45b01ba3a2177d1284a,0,7IISQ474IZKGPO66HGBWUBHAJR4FLYLR52NNMPVN6NA2YQOGYDKJNK36RU,168,168
55874489,2,0,late,14cf75fc6a7a1b938d03ef2f368031af84e366759959cb725e1787d181d128de,1a2eb5773968f35ff4f2f74315dc487efa34602854ff58ae210d8bd9e8c33ffc,0,NRDDQ7MFRTUTMDAP4CBXDQ2IVP5VSLKDASADLLANYLFIKR7NQOGOUINYM4,207,207
55874489,1,0,late,14cf75fc6a7a1b938d03ef2f368031af84e366759959cb725e1787d181d128de,1a2eb5773968f35ff4f2f74315dc487efa34602854ff58ae210d8bd9e8c33ffc,0,NRDDQ7MFRTUTMDAP4CBXDQ2IVP5VSLKDASADLLANYLFIKR7NQOGOUINYM4,321,321
55874490,2,0,late,df4af5c2180b1c1cee8bba867c43f6246fa3c92b7b5634a07c9bd5fd454359ad,0d5e4ad132e96f2df590abece3aef6fa2f1ca523a64fa45b01ba3a2177d1284a,0,7IISQ474IZKGPO66HGBWUBHAJR4FLYLR52NNMPVN6NA2YQOGYDKJNK36RU,219,219
55874490,1,0,late,df4af5c2180b1c1cee8bba867c43f6246fa3c92b7b5634a07c9bd5fd454359ad,0d5e4ad132e96f2df590abece3aef6fa2f1ca523a64fa45b01ba3a2177d1284a,0,7IISQ474IZKGPO66HGBWUBHAJR4FLYLR52NNMPVN6NA2YQOGYDKJNK36RU,329,329
55874490,1,0,on_time,da4041a03a06d64a9b53c184ca35ad91fb4fb199e5e2192709253433595e9f93,77ca30a57d0cf5ed57be832927ba3756dbecf72c3a170df97decdf87ee4b88f4,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,303,303
55874490,2,0,on_time,da4041a03a06d64a9b53c184ca35ad91fb4fb199e5e2192709253433595e9f93,77ca30a57d0cf5ed57be832927ba3756dbecf72c3a170df97decdf87ee4b88f4,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,115,115
55874491,2,0,on_time,441dc047569d3adec2d150ebac572ffa3a6c0a4f9bbb90b22c5dba80f592c4be,ac5856fb7da70fad8e9e472bfb3157c44bba8685ed648e4e2271136c285e296a,0,NYMNQ7BFWNKTNJE6U6EGTNSBQIAAERDRHD3VIEINQYFHGSMJXE7CIP6GI4,133,133
55874491,1,0,late,da4041a03a06d64a9b53c184ca35ad91fb4fb199e5e2192709253433595e9f93,77ca30a57d0cf5ed57be832927ba3756dbecf72c3a170df97decdf87ee4b88f4,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,323,323
55874491,2,0,late,da4041a03a06d64a9b53c184ca35ad91fb4fb199e5e2192709253433595e9f93,77ca30a57d0cf5ed57be832927ba3756dbecf72c3a170df97decdf87ee4b88f4,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,180,180
55874491,1,0,on_time,441dc047569d3adec2d150ebac572ffa3a6c0a4f9bbb90b22c5dba80f592c4be,ac5856fb7da70fad8e9e472bfb3157c44bba8685ed648e4e2271136c285e296a,0,NYMNQ7BFWNKTNJE6U6EGTNSBQIAAERDRHD3VIEINQYFHGSMJXE7CIP6GI4,319,319
55874492,2,0,on_time,187963bfb9b2b0b541bda3ede58fa871995d678d74622fb1fad62cdb8c47b22a,6e291a493ee6b0bcd6d57f7e92d896b35467e11d0bd90e13bb5d4df6fec918ea,0,644QQ67PMAIWVZ4VKV6A5GNGWHF3YO5YCDRJA5ABS4ECQ75RZBEUGSDNTY,132,132
55874492,2,0,late,441dc047569d3adec2d150ebac572ffa3a6c0a4f9bbb90b22c5dba80f592c4be,ac5856fb7da70fad8e9e472bfb3157c44bba8685ed648e4e2271136c285e296a,0,NYMNQ7BFWNKTNJE6U6EGTNSBQIAAERDRHD3VIEINQYFHGSMJXE7CIP6GI4,190,190
55874492,1,0,late,441dc047569d3adec2d150ebac572ffa3a6c0a4f9bbb90b22c5dba80f592c4be,ac5856fb7da70fad8e9e472bfb3157c44bba8685ed648e4e2271136c285e296a,0,NYMNQ7BFWNKTNJE6U6EGTNSBQIAAERDRHD3VIEINQYFHGSMJXE7CIP6GI4,347,347
55874492,1,0,on_time,187963bfb9b2b0b541bda3ede58fa871995d678d74622fb1fad62cdb8c47b22a,6e291a493ee6b0bcd6d57f7e92d896b35467e11d0bd90e13bb5d4df6fec918ea,0,644QQ67PMAIWVZ4VKV6A5GNGWHF3YO5YCDRJA5ABS4ECQ75RZBEUGSDNTY,302,302
55874493,1,0,late,187963bfb9b2b0b541bda3ede58fa871995d678d74622fb1fad62cdb8c47b22a,6e291a493ee6b0bcd6d57f7e92d896b35467e11d0bd90e13bb5d4df6fec918ea,0,644QQ67PMAIWVZ4VKV6A5GNGWHF3YO5YCDRJA5ABS4ECQ75RZBEUGSDNTY,324,324
55874493,2,0,late,187963bfb9b2b0b541bda3ede58fa871995d678d74622fb1fad62cdb8c47b22a,6e291a493ee6b0bcd6d57f7e92d896b35467e11d0bd90e13bb5d4df6fec918ea,0,644QQ67PMAIWVZ4VKV6A5GNGWHF3YO5YCDRJA5ABS4ECQ75RZBEUGSDNTY,196,196
55874493,1,0,on_time,1e4b74037778d92996415884a412388ac009eba7003303eed29c2c4171c55c72,47417d3c4780ba65f4606c1a61a4275ce18ffb8997f6b781b8a1c327b4ef8576,0,LHVWNRKGGOTSSDYK4P4WKXTHZI5SAFKUO5ALAW7NJ6G76RG4UXLBCWN5LQ,317,317
55874493,2,0,on_time,1e4b74037778d92996415884a412388ac009eba7003303eed29c2c4171c55c72,47417d3c4780ba65f4606c1a61a4275ce18ffb8997f6b781b8a1c327b4ef8576,0,LHVWNRKGGOTSSDYK4P4WKXTHZI5SAFKUO5ALAW7NJ6G76RG4UXLBCWN5LQ,154,154
55874494,2,0,on_time,a5750e70be20bffd80d4281ff45ec064c04c90f57d8a5368accb7a7f9ae436e4,84c7a7d89946f3495c19e636fd6c559825ff69e924c2ad3695f1403ef026b57f,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,156,156
55874494,2,0,late,1e4b74037778d92996415884a412388ac009eba7003303eed29c2c4171c55c72,47417d3c4780ba65f4606c1a61a4275ce18ffb8997f6b781b8a1c327b4ef8576,0,LHVWNRKGGOTSSDYK4P4WKXTHZI5SAFKUO5ALAW7NJ6G76RG4UXLBCWN5LQ,205,205
55874494,1,0,late,1e4b74037778d92996415884a412388ac009eba7003303eed29c2c4171c55c72,47417d3c4780ba65f4606c1a61a4275ce18ffb8997f6b781b8a1c327b4ef8576,0,LHVWNRKGGOTSSDYK4P4WKXTHZI5SAFKUO5ALAW7NJ6G76RG4UXLBCWN5LQ,341,341
55874494,1,0,on_time,a5750e70be20bffd80d4281ff45ec064c04c90f57d8a5368accb7a7f9ae436e4,84c7a7d89946f3495c19e636fd6c559825ff69e924c2ad3695f1403ef026b57f,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,305,305
55874495,1,0,on_time,69429e27041da94faef4b21f9d831d70ce4b905548b670a06f6c65eeef2f1ed5,d0634cbbeb24d6e6b53c72cfa48fba1054b399f20e095b1ab33be5eca06c5731,0,MKZIWVBDBZV7UK6XQY3DFLYSBLSJWCDHDJWK3JAHWCFMNJOH4ZXQSMOUCE,316,316
55874495,2,0,on_time,69429e27041da94faef4b21f9d831d70ce4b905548b670a06f6c65eeef2f1ed5,d0634cbbeb24d6e6b53c72cfa48fba1054b399f20e095b1ab33be5eca06c5731,0,MKZIWVBDBZV7UK6XQY3DFLYSBLSJWCDHDJWK3JAHWCFMNJOH4ZXQSMOUCE,153,153
55874495,1,0,late,a5750e70be20bffd80d4281ff45ec064c04c90f57d8a5368accb7a7f9ae436e4,84c7a7d89946f3495c19e636fd6c559825ff69e924c2ad3695f1403ef026b57f,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,324,324
55874495,2,0,late,a5750e70be20bffd80d4281ff45ec064c04c90f57d8a5368accb7a7f9ae436e4,84c7a7d89946f3495c19e636fd6c559825ff69e924c2ad3695f1403ef026b57f,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,204,204
55874496,2,0,on_time,7f8f6cde79d4b18b7820efd678dfdea082e6f9a8b7f9820abe0f002572b7da9c,c8a5a789cec30969bce05ac07505ac2718f3de4099289373096aa27efa6ab89e,0,KCI2PFDCR3GBWPKIOOPXZGZAEDSUDZWZTYE6ZTUCRZSAELU342N336FU3U,151,151
55874496,1,0,late,69429e27041da94faef4b21f9d831d70ce4b905548b670a06f6c65eeef2f1ed5,d0634cbbeb24d6e6b53c72cfa48fba1054b399f20e095b1ab33be5eca06c5731,0,MKZIWVBDBZV7UK6XQY3DFLYSBLSJWCDHDJWK3JAHWCFMNJOH4ZXQSMOUCE,325,325
55874496,2,0,late,69429e27041da94faef4b21f9d831d70ce4b905548b670a06f6c65eeef2f1ed5,d0634cbbeb24d6e6b53c72cfa48fba1054b399f20e095b1ab33be5eca06c5731,0,MKZIWVBDBZV7UK6XQY3DFLYSBLSJWCDHDJWK3JAHWCFMNJOH4ZXQSMOUCE,190,190
